,"time, s","x_all, m^2","y_all, m^2","z_all, m^2","r_all, m^2","x_2, m^2","y_2, m^2","z_2, m^2","r_2, m^2","x_5, m^2","y_5, m^2","z_5, m^2","r_5, m^2"
28,2.0999999999999998e-09,6.863815833923538e-21,5.5371313444011986e-21,5.326674319967215e-21,1.7727621498291953e-20,9.313483071770726e-21,7.425849230410147e-21,7.220686345153875e-21,2.3960018647334752e-20,1.9692658645530833e-21,1.7633844745044108e-21,1.5423495118305896e-21,5.274999850888083e-21
29,2.175e-09,6.812294212998602e-21,5.742673173774567e-21,5.652195520127321e-21,1.8207162906900492e-20,9.258056313405902e-21,7.760730581426129e-21,7.819774649712835e-21,2.483856154454487e-20,1.925546891286353e-21,1.7104998768457664e-21,1.3212708139437667e-21,4.957317582075887e-21
30,2.25e-09,7.086819888806245e-21,6.242091803628349e-21,5.887310740290306e-21,1.92162224327249e-20,9.570434731849538e-21,8.410136673303159e-21,8.11527743908797e-21,2.6095848844240668e-20,2.1244410129599844e-21,1.9102365269148146e-21,1.4357288401535651e-21,5.470406380028364e-21
31,2.325e-09,7.311479454159772e-21,6.311774159521927e-21,6.2145227806782556e-21,1.9837776394359954e-20,9.906445988383458e-21,8.432252124655486e-21,8.575386791029117e-21,2.6914084904068058e-20,2.1266146797245554e-21,2.0749597877804576e-21,1.4974058224967502e-21,5.698980290001763e-21
32,2.4e-09,7.62111539927789e-21,6.3648781362153594e-21,6.2824642166908154e-21,2.0268457752184067e-20,1.0351585180766618e-20,8.577574661363792e-21,8.672223960527304e-21,2.760138380265772e-20,2.165508785092397e-21,1.943806758819176e-21,1.5076122285175187e-21,5.616927772429092e-21
33,2.475e-09,7.501550635708507e-21,6.356408359560464e-21,6.3529311901771776e-21,2.0210890185446146e-20,1.0106907581907806e-20,8.430302618886568e-21,8.655885693418359e-21,2.7193095894212733e-20,2.2959253310954497e-21,2.212670415633502e-21,1.7515201417089576e-21,6.260115888437909e-21
34,2.55e-09,7.667116312975436e-21,6.570922731273723e-21,6.316286379518776e-21,2.0554325423767934e-20,1.0344831470284063e-20,8.70716199739186e-21,8.663851182283998e-21,2.7715844649959923e-20,2.316915910774798e-21,2.302616541354086e-21,1.6257418614937328e-21,6.245274313622616e-21
35,2.625e-09,8.033039673050064e-21,6.753469105528879e-21,6.706795546418449e-21,2.1493304324997392e-20,1.0644456932616007e-20,8.855469838091154e-21,9.063098088628367e-21,2.8563024859335525e-20,2.8153055782532676e-21,2.553573110585114e-21,1.9987926154013676e-21,7.367671304239748e-21
36,2.7e-09,8.292506341372876e-21,6.919411004762991e-21,6.974442220374592e-21,2.2186359566510462e-20,1.0991934049205529e-20,9.092089531009166e-21,9.418078731756162e-21,2.9502102311970855e-20,2.8989232454494307e-21,2.5782974650172147e-21,2.0919419251727448e-21,7.56916263563939e-21
37,2.775e-09,8.104545143689359e-21,7.131868000123842e-21,7.0528698649949e-21,2.22892830088081e-20,1.0715428850034768e-20,9.360028168953361e-21,9.478184853195056e-21,2.9553641872183185e-20,2.887877113237499e-21,2.6798995377945495e-21,2.2069768319309148e-21,7.774753482962963e-21
38,2.85e-09,8.304080469678189e-21,7.339047304166972e-21,7.293586307393374e-21,2.2936714081238535e-20,1.0961811073133718e-20,9.584123707095577e-21,9.838505718528213e-21,3.038444049875751e-20,2.993810142852007e-21,2.8532794131592287e-21,2.2087180308485706e-21,8.055807586859806e-21
39,2.925e-09,8.660228067643044e-21,7.565123942489955e-21,7.592689485709184e-21,2.3818041495842183e-20,1.1435399571349897e-20,9.604066370191174e-21,1.0125169530748479e-20,3.116463547228955e-20,3.1153053170725124e-21,3.491221396516618e-21,2.532675645718558e-21,9.139202359307687e-21
40,3e-09,8.600314336825832e-21,8.008556761186256e-21,7.591689407240234e-21,2.4200560505252323e-20,1.1314902570187661e-20,1.026976781437388e-20,1.0140705613873473e-20,3.1725375998435014e-20,3.1764398002454564e-21,3.4905510826492705e-21,2.49863554125234e-21,9.165626424147066e-21
41,3.075e-09,8.840308323854963e-21,8.00398885012057e-21,7.573914366276813e-21,2.4418211540252345e-20,1.156492757958577e-20,1.0121311136326025e-20,1.0061205569401904e-20,3.17474442853137e-20,3.396391334377199e-21,3.773479672799903e-21,2.6041899506577365e-21,9.774060957834837e-21
42,3.15e-09,9.049606012814976e-21,8.26757667192538e-21,8.168199064066035e-21,2.5485381748806396e-20,1.1640302467411672e-20,1.0413863906815606e-20,1.0750063698625604e-20,3.280423007285288e-20,3.8732730576344696e-21,3.979194169400581e-21,3.0095124993112704e-21,1.086197972634632e-20
43,3.225e-09,9.277690747782354e-21,8.637709184267371e-21,8.224746855935994e-21,2.614014678798572e-20,1.1841507952283863e-20,1.081923146886044e-20,1.075579308696337e-20,3.341653250810768e-20,4.155063794256887e-21,4.2789254007933286e-21,3.167597843551218e-21,1.1601587038601433e-20
44,3.2999999999999998e-09,9.568501820830273e-21,8.882381185130698e-21,8.46652085216758e-21,2.6917403858128548e-20,1.2273601253271747e-20,1.1214000868040852e-20,1.109158216343288e-20,3.4579184284745475e-20,4.163586353276312e-21,4.2236957640035675e-21,3.2215253025105405e-21,1.160880741979042e-20
45,3.375e-09,9.698826328542455e-21,9.209665958520658e-21,8.561061302515433e-21,2.7469553589578546e-20,1.2489836756190055e-20,1.1600113655690091e-20,1.130200812906646e-20,3.539195854094661e-20,4.122256665488749e-21,4.433439407340326e-21,3.0845210611839837e-21,1.164021713401306e-20
46,3.45e-09,9.75354881944587e-21,9.42715477148392e-21,8.599514147100645e-21,2.778021773803044e-20,1.2545660070814278e-20,1.1932290390058924e-20,1.1333161500139506e-20,3.5811111961012703e-20,4.174779658996879e-21,4.42177637733894e-21,3.137558596009332e-21,1.173411463234515e-20
47,3.525e-09,9.95739420900378e-21,9.742572622307215e-21,8.964549312874139e-21,2.866451614418513e-20,1.2780792091559878e-20,1.2154459821387562e-20,1.1794063227919593e-20,3.672931514086703e-20,4.31611289288095e-21,4.923508941332219e-21,3.3110478771485493e-21,1.2550669711361717e-20
48,3.6e-09,1.0349365975598543e-20,9.778030495790305e-21,9.205896238821667e-21,2.9333292710210517e-20,1.3331886102149866e-20,1.2359876891359656e-20,1.2176382096743697e-20,3.786814509025322e-20,4.3901509571180705e-21,4.6193803733929445e-21,3.2707262531688573e-21,1.2280257583679872e-20
49,3.675e-09,1.0169322421892789e-20,1.0040258201239054e-20,9.456787822464772e-21,2.9666368445596613e-20,1.2996083764631257e-20,1.2694083433090278e-20,1.2589669055132089e-20,3.827983625285362e-20,4.521320754663382e-21,4.737790989942566e-21,3.197144265787693e-21,1.2456256010393643e-20
50,3.75e-09,1.0379981313476244e-20,1.0188709532910355e-20,9.299624955496407e-21,2.9868315801883006e-20,1.336283885109474e-20,1.2824596173716164e-20,1.2354775522727337e-20,3.8542210547538243e-20,4.4200921318674074e-21,4.9220844673940604e-21,3.1952909119861615e-21,1.2537467511247628e-20
51,3.825e-09,1.0721281737327436e-20,1.0360420853550081e-20,9.646862242984588e-21,3.07285648338621e-20,1.3680351706463314e-20,1.3177731283518095e-20,1.2863348649939571e-20,3.972143163992098e-20,4.8089212325891424e-21,4.7313025530475835e-21,3.220171629088196e-21,1.2760395414724922e-20
52,3.9e-09,1.08227980541861e-20,1.0706850567234423e-20,9.85549330203838e-21,3.13851419234589e-20,1.386841091647459e-20,1.3562809861562914e-20,1.3192008824077694e-20,4.06232296021152e-20,4.737520792230776e-21,5.0005100240741765e-21,3.188978889838733e-21,1.2927009706143684e-20
53,3.975e-09,1.1036059381701489e-20,1.0706926236132044e-20,9.793765852026428e-21,3.1536751469859964e-20,1.410535297655484e-20,1.3758088719800706e-20,1.3044262682241213e-20,4.0907704378596755e-20,4.903466906047233e-21,4.6105605705206365e-21,3.2991208182183725e-21,1.2813148294786243e-20
54,4.05e-09,1.1207714607946215e-20,1.0952329265426406e-20,1.0235823399015223e-20,3.239586727238784e-20,1.442971710199492e-20,1.4089775028734462e-20,1.3635614665543707e-20,4.215510679627309e-20,4.770002593470001e-21,4.68356556256676e-21,3.44288108327569e-21,1.2896449239312448e-20
55,4.125e-09,1.100125844733439e-20,1.1374143285472267e-20,1.0248691214021666e-20,3.262409294682832e-20,1.418973797099788e-20,1.4540964126727074e-20,1.3779459796523045e-20,4.2510161894248003e-20,4.630526899077067e-21,5.046686799918225e-21,3.1940500814066043e-21,1.2871263780401896e-20
56,4.1999999999999996e-09,1.1389243116056472e-20,1.1553305447526819e-20,1.0679691792526475e-20,3.362224035610976e-20,1.4670377470818252e-20,1.4790795010701376e-20,1.4343862624620577e-20,4.3805035106140205e-20,4.833382872069556e-21,5.0846495429807825e-21,3.3585067119947137e-21,1.3276539127045053e-20
57,4.275e-09,1.1703840051824465e-20,1.170159144952309e-20,1.1058630111105702e-20,3.446406161245326e-20,1.5100421948810005e-20,1.5095484358509866e-20,1.4893793637433693e-20,4.508969994475357e-20,4.917310206870941e-21,4.9204343286374e-21,3.3957936122120846e-21,1.3233538147720425e-20
58,4.35e-09,1.1843791352396356e-20,1.1917923852878344e-20,1.1032002028704298e-20,3.4793717233979005e-20,1.5310043053931006e-20,1.5291711030250744e-20,1.4981092824710866e-20,4.558284690889261e-20,4.91805797218161e-21,5.176938926214349e-21,3.1415335046521097e-21,1.3236530403048071e-20
59,4.425e-09,1.2079758461456838e-20,1.204522443570046e-20,1.1495475946392193e-20,3.5620458843549494e-20,1.5603797429503076e-20,1.5352331787546568e-20,1.5487856487772333e-20,4.6443985704821983e-20,5.0385634139738274e-21,5.437468926054812e-21,3.5185124818768045e-21,1.3994544821905443e-20
60,4.5e-09,1.2366078693127363e-20,1.2428954015496487e-20,1.1600735449193365e-20,3.639576815781722e-20,1.6150826650852453e-20,1.5871010417951578e-20,1.5576178887328107e-20,4.7598015956132144e-20,4.803974863532108e-21,5.551563976997361e-21,3.657613110888998e-21,1.4013151951418467e-20
61,4.575e-09,1.2809186629649167e-20,1.2790501692868642e-20,1.1774370438109369e-20,3.737405876062718e-20,1.6765944878976648e-20,1.6411901980224027e-20,1.5840551339886665e-20,4.901839819908734e-20,4.903398174449922e-21,5.554774165594117e-21,3.649950394128557e-21,1.4108122734172594e-20
62,4.65e-09,1.2462376302250358e-20,1.2718197452734392e-20,1.2151301662217191e-20,3.733187541720194e-20,1.6342722677451612e-20,1.6346745062207948e-20,1.6360499196081458e-20,4.904996693574102e-20,4.709262353361918e-21,5.4681892408370345e-21,3.741127683421983e-21,1.3918579277620934e-20
63,4.725e-09,1.2838327022103578e-20,1.247753117964681e-20,1.2286634779815062e-20,3.760249298156545e-20,1.681906955331322e-20,1.5918488141193e-20,1.653555761879511e-20,4.927311531330133e-20,4.884616847440552e-21,5.602337875619948e-21,3.797087779274852e-21,1.4284042502335353e-20
64,4.8e-09,1.2889225219565652e-20,1.2911790412190604e-20,1.2537053818045889e-20,3.8338069449802144e-20,1.68439956062641e-20,1.6655848106021487e-20,1.6910394693296503e-20,5.04102384055821e-20,4.98740860708027e-21,5.4309876372121004e-21,3.7989137489416316e-21,1.4217309993234002e-20
65,4.875e-09,1.3183989254162869e-20,1.3073184816350203e-20,1.2887438958906148e-20,3.914461302941922e-20,1.7361825560017378e-20,1.693183028422166e-20,1.7319002879761466e-20,5.16126587240005e-20,4.836476478988726e-21,5.36343029753672e-21,4.032966515478428e-21,1.4232873292003875e-20
66,4.95e-09,1.358660409321515e-20,1.3307402077750437e-20,1.3167637748686234e-20,4.006164391965182e-20,1.7893175283121935e-20,1.7246099099633154e-20,1.7811597368042004e-20,5.2950871750797097e-20,4.9818729852568835e-21,5.4377008016058715e-21,3.888788743606247e-21,1.4308362530469e-20
67,5.025e-09,1.404570459431733e-20,1.3889068520889714e-20,1.3184628480721976e-20,4.111940159592901e-20,1.8539661541175212e-20,1.8005037551363056e-20,1.7890629059210882e-20,5.443532815174915e-20,5.066567960263386e-21,5.665169461955669e-21,3.7818187311240345e-21,1.4513556153343086e-20
68,5.1e-09,1.4304187427251714e-20,1.405780125258049e-20,1.3409010939526664e-20,4.177099961935887e-20,1.8885870875832918e-20,1.7946828987439616e-20,1.8098737225075605e-20,5.493143708834815e-20,5.149769130574824e-21,6.287341540156885e-21,4.038717990080231e-21,1.547582866081194e-20
69,5.175e-09,1.4456791416269107e-20,1.4118570077773424e-20,1.369754548235134e-20,4.2272906976393873e-20,1.9078116402621336e-20,1.8184960489162713e-20,1.8469362261682465e-20,5.573243915346652e-20,5.2231674689286144e-21,5.993731423767105e-21,4.163231878336221e-21,1.5380130771031938e-20
70,5.25e-09,1.4872156365363828e-20,1.4534765230189736e-20,1.4072332541088314e-20,4.3479254136641884e-20,1.9399255827388872e-20,1.869549900027134e-20,1.8926839568203105e-20,5.702159439586332e-20,5.826799432450515e-21,6.221424123171222e-21,4.372799945896067e-21,1.6421023501517804e-20
71,5.325e-09,1.526343026097517e-20,1.4505222420911272e-20,1.3941370109007177e-20,4.371002279089362e-20,1.9998580357396124e-20,1.855492291253643e-20,1.8879006819753988e-20,5.743251008968655e-20,5.80237840816534e-21,6.413731008933662e-21,4.075740509214231e-21,1.6291849926313233e-20
72,5.4e-09,1.509473312425951e-20,1.4478843649967948e-20,1.4305617655377592e-20,4.3879194429605046e-20,1.983069956246231e-20,1.8610728156455715e-20,1.9365715039881587e-20,5.780714275879962e-20,5.632050182303519e-21,6.2231447239191595e-21,4.195305889073707e-21,1.6050500795296385e-20
73,5.475e-09,1.5361827157346473e-20,1.4949461187460547e-20,1.4156289956709393e-20,4.4467578301516417e-20,2.0212837373195622e-20,1.9246442095474504e-20,1.913877760666275e-20,5.859805707533288e-20,5.669281354976005e-21,6.363891912268607e-21,4.201046077993993e-21,1.6234219345238602e-20
74,5.55e-09,1.579406512704705e-20,1.4921525742819687e-20,1.4450771301318315e-20,4.516636217118505e-20,2.0795640219620734e-20,1.9280468071360434e-20,1.9569671659223204e-20,5.964577995020437e-20,5.800683643252382e-21,6.212154644973628e-21,4.222968437770064e-21,1.6235806725996072e-20
75,5.625e-09,1.620246099694038e-20,1.513449518205956e-20,1.4297815854351507e-20,4.563477203335145e-20,2.1320347064830133e-20,1.9560520764998983e-20,1.9273609243672935e-20,6.015447707350205e-20,5.976684732387219e-21,6.2910885973973966e-21,4.355947422172166e-21,1.6623720751956782e-20
76,5.7e-09,1.6145423332247116e-20,1.5324166222428e-20,1.4272289926552747e-20,4.574187948122786e-20,2.1307376697170377e-20,1.976432938840895e-20,1.9277624092404565e-20,6.034933017798389e-20,5.831598542566458e-21,6.452512084149656e-21,4.271397638141778e-21,1.6555508264857894e-20
77,5.775e-09,1.629299714694181e-20,1.5553605848523532e-20,1.4396591781813472e-20,4.624319477727882e-20,2.1523845592798686e-20,2.015196373629816e-20,1.9359121763469135e-20,6.103493109256599e-20,5.841516756098872e-21,6.3658712407238305e-21,4.481224259872559e-21,1.6688612256695264e-20
78,5.85e-09,1.6274659937109664e-20,1.57241053612443e-20,1.4640136620116846e-20,4.6638901918470805e-20,2.1510521102326177e-20,2.0361339986812226e-20,1.9733577042910567e-20,6.160543813204897e-20,5.813163898014942e-21,6.458693208986513e-21,4.463203900355175e-21,1.673506100735663e-20
79,5.925e-09,1.637052426832937e-20,1.6041581353046995e-20,1.5025911910539404e-20,4.743801753191577e-20,2.160549003682294e-20,2.0895922813965084e-20,2.02162985221546e-20,6.271771137294262e-20,5.910817273858811e-21,6.342379566876668e-21,4.6552761611598384e-21,1.6908473001895317e-20
80,6e-09,1.6556347937640865e-20,1.6139333814766127e-20,1.4668586202181526e-20,4.7364267954588515e-20,2.188648101075412e-20,2.106245153692686e-20,1.96621264539878e-20,6.261105900166878e-20,5.906492207572788e-21,6.3027138347457555e-21,4.691258706873283e-21,1.6900464749191826e-20
81,6.075e-09,1.7202629111657754e-20,1.6154079556978168e-20,1.4966041350698856e-20,4.8322750019334784e-20,2.2731385863895136e-20,2.1015817426196817e-20,1.999913238670305e-20,6.3746335676795e-20,6.155913960214714e-21,6.440099400316691e-21,4.909689534620161e-21,1.7505702895151563e-20
82,6.15e-09,1.7582577999992565e-20,1.6386691708351988e-20,1.5141649642718603e-20,4.9110919351063156e-20,2.3196071974396482e-20,2.143771041732303e-20,2.0291772115323007e-20,6.492555450704253e-20,6.36655390660349e-21,6.294519561325854e-21,4.851463530464108e-21,1.751253699839345e-20
83,6.225e-09,1.7698997015325537e-20,1.7002187047208714e-20,1.5287613885377466e-20,4.998879794791172e-20,2.3372180353466748e-20,2.214031084134894e-20,2.0430739026617868e-20,6.594323022143356e-20,6.363710775250421e-21,6.735974856963696e-21,5.0114087691881495e-21,1.8111094401402265e-20
84,6.3e-09,1.803040847075461e-20,1.7154654391184097e-20,1.5252204041190892e-20,5.04372669031296e-20,2.3666733281847927e-20,2.2143248428860764e-20,2.019223681256456e-20,6.600221852327324e-20,6.768767295464639e-21,7.187209663560606e-21,5.381786999950141e-21,1.9337763958975386e-20
85,6.375e-09,1.8064841958520035e-20,1.7125076563504445e-20,1.5260379753180794e-20,5.0450298275205274e-20,2.3679560700422727e-20,2.189651226891443e-20,2.0190692871276372e-20,6.576676584061353e-20,6.84637072225741e-21,7.5915243630466e-21,5.409383034798414e-21,1.9847278120102426e-20
86,6.45e-09,1.8225306112443204e-20,1.7211590347372e-20,1.560038286529598e-20,5.1037279325111185e-20,2.3881483716604516e-20,2.2042226025361708e-20,2.0593824130013293e-20,6.651753387197952e-20,6.923998126003711e-21,7.559753826701152e-21,5.623253150831513e-21,2.0107005103536376e-20
87,6.525e-09,1.8512242211372296e-20,1.7567276345781368e-20,1.5191052142314558e-20,5.127057069946822e-20,2.4376986974501316e-20,2.2592291843847435e-20,2.012997502488394e-20,6.709925384323268e-20,6.794207264729739e-21,7.527059833043893e-21,5.3228527109308185e-21,1.9644119808704452e-20
88,6.5999999999999995e-09,1.8953722362154052e-20,1.773093394490639e-20,1.5923433440368683e-20,5.260808974742912e-20,2.49910374413905e-20,2.2910124997609063e-20,2.118944628576985e-20,6.909060872476942e-20,6.890883834695274e-21,7.382667447025845e-21,5.401692930905016e-21,1.9675244212626136e-20
89,6.675e-09,1.907240494089169e-20,1.8084001591759105e-20,1.6507298421351563e-20,5.366370495400235e-20,2.5250283088064527e-20,2.3588990271739592e-20,2.194721134549424e-20,7.078648470529835e-20,6.728714814802212e-21,7.084776162813725e-21,5.638097402996173e-21,1.9451588380612107e-20
90,6.75e-09,1.9739309183789894e-20,1.8062887987985935e-20,1.6733551538910763e-20,5.453574871068659e-20,2.6148336536609246e-20,2.3411157596875966e-20,2.2302427287329932e-20,7.186192142081515e-20,6.933772109699658e-21,7.376794609285737e-21,5.60667675251856e-21,1.9917243471503956e-20
91,6.825e-09,1.9840863418974307e-20,1.8419781189378357e-20,1.6911029716893464e-20,5.517167432524614e-20,2.630626294879689e-20,2.3919039671666474e-20,2.253700494073413e-20,7.27623075611975e-20,6.922692092785833e-21,7.432004964025347e-21,5.670067502071187e-21,2.0024764558882367e-20
92,6.9e-09,2.0201469680241e-20,1.8666930408278894e-20,1.699717737362605e-20,5.586557746214595e-20,2.687073041388547e-20,2.4255139807244673e-20,2.2624574255224602e-20,7.375044447635475e-20,6.87597411282246e-21,7.501426081829695e-21,5.7533746199633306e-21,2.0130774814615483e-20
93,6.975e-09,2.0350572574800175e-20,1.885071444026611e-20,1.6914345484281524e-20,5.611563249934781e-20,2.6976268845249627e-20,2.456267642972009e-20,2.2557232813734744e-20,7.409617808870446e-20,7.11212084692949e-21,7.437946637118799e-21,5.6395920896904204e-21,2.018965957373871e-20
94,7.05e-09,2.0398457131811858e-20,1.922646741009203e-20,1.7107305295730778e-20,5.673222983763466e-20,2.691309618134114e-20,2.5053169975929968e-20,2.281052361456252e-20,7.477678977183363e-20,7.3819029371469e-21,7.584442556865057e-21,5.712007756346266e-21,2.0678353250358225e-20
95,7.125e-09,2.121574825885983e-20,1.9194598307174654e-20,1.7330206231655566e-20,5.774055279769005e-20,2.799682509469099e-20,2.5041547884219534e-20,2.316731744898334e-20,7.620569042789386e-20,7.666838877892505e-21,7.512118976477576e-21,5.667384404846362e-21,2.0846342259216443e-20
96,7.2e-09,2.1093663479653265e-20,1.9516171519422107e-20,1.7622460405455474e-20,5.823229540453084e-20,2.773746192716108e-20,2.5322906767610344e-20,2.3457109396657393e-20,7.651747809142882e-20,7.819042753480422e-21,7.914042302827252e-21,5.9645582218625824e-21,2.1697643278170258e-20
97,7.275e-09,2.129594680655321e-20,2.0316037737152564e-20,1.7564685518749138e-20,5.917667006245491e-20,2.8044224641279316e-20,2.6227223148733617e-20,2.3384301853607438e-20,7.765574964362036e-20,7.812571367246957e-21,8.50521219799744e-21,5.936819287186562e-21,2.225460285243096e-20
98,7.35e-09,2.15339936954057e-20,2.010630165955277e-20,1.7953016716563533e-20,5.9593312071522e-20,2.809931559298822e-20,2.5737317579227424e-20,2.374118293825881e-20,7.757781611047446e-20,8.41617279457188e-21,8.85526789817157e-21,6.387989285324727e-21,2.3659429978068175e-20
99,7.425e-09,2.1946075363873004e-20,2.030486833575714e-20,1.8264910345434142e-20,6.051585404506429e-20,2.8695931933312105e-20,2.612944292416236e-20,2.4340473689542562e-20,7.916584854701702e-20,8.459545538606964e-21,8.667095281189681e-21,6.125649991873767e-21,2.3252290811670412e-20
100,7.5e-09,2.184456469233154e-20,2.0503657770851046e-20,1.7926633042660457e-20,6.027485550584304e-20,2.867240217764227e-20,2.6357251418880926e-20,2.388497372853612e-20,7.891462732505932e-20,8.202225341798585e-21,8.807903274885085e-21,6.021589055061228e-21,2.3031717671744895e-20
101,7.575e-09,2.220368911773188e-20,2.075437782720983e-20,1.8186120428040856e-20,6.114418737298257e-20,2.8914539082701663e-20,2.6350112198702552e-20,2.4092258398946586e-20,7.935690968035081e-20,8.795096316630138e-21,9.573838252918695e-21,6.38537991195382e-21,2.4754314481502654e-20
102,7.65e-09,2.2691459114997738e-20,2.098310732251639e-20,1.8482643887983162e-20,6.215721032549729e-20,2.9729496109712825e-20,2.6622393726401347e-20,2.4583130229042616e-20,8.09350200651568e-20,8.629131291572886e-21,9.71554874600407e-21,6.2935862182491366e-21,2.4638266255826092e-20
103,7.725e-09,2.3041851136283612e-20,2.1385964690300554e-20,1.8702968127628723e-20,6.313078395421289e-20,3.011383178251862e-20,2.736507165683411e-20,2.487038183433099e-20,8.234928527368372e-20,8.911702306013282e-21,9.439428700527448e-21,6.3801864441200875e-21,2.4731317450660816e-20
104,7.8e-09,2.3036481521254713e-20,2.1787460866104506e-20,1.8611165742046283e-20,6.34351081294055e-20,3.006216552972213e-20,2.8050604974575826e-20,2.468362842878653e-20,8.279639893308449e-20,8.998835543398913e-21,9.273405352498725e-21,6.478100647250834e-21,2.475034154314847e-20
105,7.875e-09,2.331482313488075e-20,2.1721916408557762e-20,1.9083767047547806e-20,6.412050659098631e-20,3.057434884883755e-20,2.772743648582242e-20,2.5252895377384926e-20,8.355468071204489e-20,8.809950468127206e-21,9.722605785429358e-21,6.757559466642766e-21,2.5290115720199332e-20
106,7.95e-09,2.3670147885447442e-20,2.216962335030829e-20,1.9060173837195924e-20,6.489994507295166e-20,3.107310944920519e-20,2.8474907805584423e-20,2.529660686863041e-20,8.484462412342002e-20,8.878683667236165e-21,9.57136944845773e-21,6.599488307591474e-21,2.5049541423285366e-20
107,8.025e-09,2.403633154207641e-20,2.1852726872897858e-20,1.9309575360851556e-20,6.519863377582583e-20,3.1639821130984e-20,2.809667494056003e-20,2.5525620516719932e-20,8.526211658826396e-20,8.844202929864548e-21,9.377025948643165e-21,6.889625762309861e-21,2.5110854640817576e-20
108,8.1e-09,2.4108966533525055e-20,2.2235208120413143e-20,1.986714113112569e-20,6.621131578506389e-20,3.161174030169412e-20,2.856104739622108e-20,2.6449663418297903e-20,8.66224511162131e-20,9.118072852202894e-21,9.595884723632833e-21,6.7149530456233964e-21,2.5428910621459125e-20
109,8.175e-09,2.431880807701737e-20,2.2491452040797788e-20,2.023906436057136e-20,6.70493244783865e-20,3.191407642745445e-20,2.877403417848985e-20,2.6918778681025423e-20,8.760688928696972e-20,9.14310588464017e-21,9.938558433651358e-21,6.892682036695365e-21,2.5974346354986894e-20
110,8.25e-09,2.4088653308229583e-20,2.2462845537783146e-20,2.0403167370848952e-20,6.695466621686168e-20,3.172106585156137e-20,2.8813656878902993e-20,2.7098201109540206e-20,8.763292384000458e-20,8.838735277314708e-21,9.773626783944065e-21,7.026176131237316e-21,2.5638538192496086e-20
111,8.325e-09,2.4172209207122522e-20,2.229845777124503e-20,2.0575435988211908e-20,6.704610296657946e-20,3.1711965085927483e-20,2.8687754146040566e-20,2.729762182826456e-20,8.769734106023261e-20,9.107423535213383e-21,9.532344116135984e-21,7.144193577325459e-21,2.578396122867483e-20
112,8.399999999999999e-09,2.436380518575093e-20,2.2373739009343755e-20,2.0677269174822608e-20,6.741481336991729e-20,3.217155931200529e-20,2.887558341641094e-20,2.7508523862392756e-20,8.855566659080898e-20,8.763546453020065e-21,9.382749110066927e-21,7.028102093993965e-21,2.5174397657080955e-20
113,8.475e-09,2.4377450474443512e-20,2.2738042607008882e-20,2.123776164331941e-20,6.83532547247718e-20,3.1883400817438014e-20,2.914628043151336e-20,2.8354042987765864e-20,8.938372423671723e-20,9.380209847718155e-21,9.934083047500912e-21,7.01909794142738e-21,2.6333390836646446e-20
114,8.55e-09,2.4720363460702838e-20,2.2446365688563482e-20,2.141170529669298e-20,6.857843444595928e-20,3.2395506041856945e-20,2.8692433087996614e-20,2.851262443623805e-20,8.960056356609162e-20,9.385068811248429e-21,9.966430240086731e-21,7.223736000297262e-21,2.657523505163242e-20
115,8.625e-09,2.4752838674691708e-20,2.2607161494791087e-20,2.1623316611043272e-20,6.898331678052607e-20,3.2464097135141183e-20,2.899668619501333e-20,2.893327403859287e-20,9.039405736874738e-20,9.345382805473319e-21,9.840591634776715e-21,7.017679016544755e-21,2.620365345679479e-20
116,8.7e-09,2.47722548007123e-20,2.3117048569163668e-20,2.1327383383469183e-20,6.921668675334515e-20,3.259883070328985e-20,2.9836717869302034e-20,2.8402740462751465e-20,9.083828903534333e-20,9.134389276616935e-21,9.690834322988789e-21,7.190488281700085e-21,2.6015711881305806e-20
117,8.774999999999999e-09,2.489166856688644e-20,2.3265815365382885e-20,2.18710627893785e-20,7.002854672164783e-20,3.2692584467952605e-20,2.9929859118061385e-20,2.922214791243417e-20,9.184459149844816e-20,9.305072928623381e-21,9.950743570480335e-21,7.183250131398132e-21,2.6439066630501848e-20
118,8.85e-09,2.516403350622273e-20,2.3608898453072924e-20,2.243708859144453e-20,7.121002055074019e-20,3.309376221131537e-20,3.023669229415593e-20,2.994723526860522e-20,9.327768977407652e-20,9.32006384741458e-21,1.0366255680752769e-20,7.431463492351968e-21,2.7117783020519316e-20
119,8.925e-09,2.5326370483547838e-20,2.403221122082051e-20,2.2372754629324236e-20,7.173133633369258e-20,3.330709009441258e-20,3.085794835499325e-20,2.978701555026817e-20,9.3952053999674e-20,9.380518604808329e-21,1.039406847031521e-20,7.558713765797597e-21,2.733330084092114e-20
120,9e-09,2.5702795401455104e-20,2.409760790734699e-20,2.2917863461798724e-20,7.271826677060082e-20,3.4086218871212307e-20,3.1018401591438155e-20,3.035602520195265e-20,9.546064566460313e-20,8.952322335905067e-21,1.026953771432889e-20,8.056067641139623e-21,2.727792769137358e-20
121,9.075e-09,2.584887202748536e-20,2.3999742095445874e-20,2.293113369407365e-20,7.277974781700488e-20,3.423631389463437e-20,3.108929113408703e-20,3.055246997335256e-20,9.587807500207396e-20,9.09037001558413e-21,9.834490793629665e-21,7.703346557936295e-21,2.662820736715009e-20
