,"time, s","x_all, m^2","y_all, m^2","z_all, m^2","r_all, m^2","x_2, m^2","y_2, m^2","z_2, m^2","r_2, m^2","x_5, m^2","y_5, m^2","z_5, m^2","r_5, m^2"
246,1.845e-08,5.210471937714478e-20,4.687635955085575e-20,5.0085728992806923e-20,1.4906680792080746e-19,6.881529920781026e-20,6.165498961210149e-20,6.62313070961097e-20,1.9670159591602143e-19,1.871619756704557e-20,1.7347963940202628e-20,1.7826107118434412e-20,5.3890268625682607e-20
247,1.8525e-08,5.227058042641195e-20,4.6150632272566324e-20,5.052849241954966e-20,1.4894970511852793e-19,6.888729475811723e-20,6.085127240324894e-20,6.645355184097875e-20,1.961921190023449e-19,1.9069606283180483e-20,1.677806419895635e-20,1.8709477208373977e-20,5.45571476905108e-20
248,1.86e-08,5.2287546095087824e-20,4.6716021301416226e-20,5.083772762095436e-20,1.498412950174584e-19,6.90032802479749e-20,6.17471427833021e-20,6.693050746444906e-20,1.9768093049572605e-19,1.8888725707581017e-20,1.6683135996788817e-20,1.8683599144596793e-20,5.425546084896663e-20
249,1.8675e-08,5.2452067434311613e-20,4.74670435199328e-20,5.1308157212135314e-20,1.5122726816637972e-19,6.925138467481482e-20,6.264509630126559e-20,6.779630522512443e-20,1.9969278620120484e-19,1.888624411979055e-20,1.7140582591605766e-20,1.836406460024498e-20,5.439089131164129e-20
250,1.875e-08,5.298852374025877e-20,4.73401789816847e-20,5.1456600726434686e-20,1.5178530344837817e-19,6.975437437951406e-20,6.260632510453611e-20,6.761571175340715e-20,1.9997641123745733e-19,1.9489568263777996e-20,1.6837703427628043e-20,1.9169939436214304e-20,5.549721112762034e-20
251,1.8825e-08,5.2817287098656475e-20,4.734372479892417e-20,5.151150378389136e-20,1.51672515681472e-19,6.98862902599167e-20,6.265652584172084e-20,6.787926533482087e-20,2.0042208143645843e-19,1.8712618672935347e-20,1.6748030527867524e-20,1.8807948966311516e-20,5.426859816711439e-20
252,1.89e-08,5.2710916323586854e-20,4.7724934433122803e-20,5.231161206187005e-20,1.527474628185797e-19,6.97087620772951e-20,6.319782360014181e-20,6.887977002469587e-20,2.0178635570213276e-19,1.8748423733658066e-20,1.6809376585739154e-20,1.9207655819739585e-20,5.476545613913681e-20
253,1.8975e-08,5.2906094279120366e-20,4.775324090839697e-20,5.2200722323566025e-20,1.5286005751108337e-19,6.987413979948389e-20,6.300236771736997e-20,6.859951335490199e-20,2.0147602087175585e-19,1.9003143952300257e-20,1.728477074124975e-20,1.943516914962717e-20,5.572308384317718e-20
254,1.905e-08,5.3290510569815376e-20,4.815643058574284e-20,5.252122221378218e-20,1.5396816336934042e-19,7.023890683330367e-20,6.338976921715499e-20,6.8935814499515e-20,2.0256449054997368e-19,1.9426820379290904e-20,1.7719505937433012e-20,1.9724097392874608e-20,5.687042370959853e-20
255,1.9125e-08,5.3020624571543856e-20,4.7970211703723224e-20,5.305114389891317e-20,1.5404198017418026e-19,7.021741197351444e-20,6.295807939950855e-20,6.983812414773207e-20,2.0301361552075505e-19,1.8660637242997135e-20,1.8023749491245878e-20,1.9509970472073865e-20,5.619435720631687e-20
256,1.92e-08,5.3537633095959444e-20,4.875977926489426e-20,5.2964399028073803e-20,1.5526181138892751e-19,7.062973712817154e-20,6.393493370146973e-20,6.979789317552646e-20,2.0436256400516772e-19,1.9386808047223214e-20,1.843910936525226e-20,1.933028865142526e-20,5.715620606390073e-20
257,1.9275e-08,5.3234836331994657e-20,4.8810367967653356e-20,5.2649963656991494e-20,1.5469516795663951e-19,7.023394788554716e-20,6.425884629781564e-20,6.925945121588749e-20,2.0375224539925028e-19,1.9269814614642696e-20,1.7943584116567382e-20,1.946342894458799e-20,5.667682767579806e-20
258,1.935e-08,5.37334927850961e-20,4.894674536889232e-20,5.2865747181523365e-20,1.555459853355118e-19,7.090046454657777e-20,6.399414215562645e-20,6.97549716908506e-20,2.046495783930548e-19,1.9433078503854376e-20,1.8881341242273158e-20,1.9120284929488718e-20,5.743470467561626e-20
259,1.9425e-08,5.353086824023822e-20,4.888859402408488e-20,5.356257113548624e-20,1.5598203339980935e-19,7.05648517688871e-20,6.419190551847024e-20,7.060779508565646e-20,2.053645523730138e-19,1.949617068201987e-20,1.8311860315576638e-20,1.950541468817348e-20,5.731344568576999e-20
260,1.95e-08,5.408048633795135e-20,4.926460016183017e-20,5.350169226164713e-20,1.5684677876142865e-19,7.149852860758283e-20,6.44417938497434e-20,7.055592961893727e-20,2.064962520762635e-19,1.927842141249629e-20,1.893985574242544e-20,1.9426526604405276e-20,5.764480375932701e-20
261,1.9574999999999998e-08,5.459444999172218e-20,4.9063798580672004e-20,5.386387033386029e-20,1.5752211890625449e-19,7.203828164837325e-20,6.394396456927271e-20,7.112616055437557e-20,2.0710840677202153e-19,1.9740856662124463e-20,1.9332529427667095e-20,1.9373005303416632e-20,5.844639139320819e-20
262,1.965e-08,5.391083731125151e-20,4.929796782129742e-20,5.433018289947375e-20,1.5753898803202267e-19,7.10005734762577e-20,6.451154787516944e-20,7.180590098892221e-20,2.0731802234034937e-19,1.976474337218641e-20,1.8900521737096096e-20,1.9412878982470302e-20,5.807814409175281e-20
263,1.9725e-08,5.474964819470716e-20,4.944418198057325e-20,5.38243004187223e-20,1.580181305940027e-19,7.23296379775348e-20,6.469653236978588e-20,7.134794723045402e-20,2.083741175777747e-19,1.9624004546596477e-20,1.896927094900192e-20,1.8811232667937988e-20,5.740450816353639e-20
264,1.98e-08,5.428957306953009e-20,4.967904307221057e-20,5.3877611412990296e-20,1.5784622755473094e-19,7.173936573190412e-20,6.494784575890343e-20,7.125754585100708e-20,2.079447573418146e-19,1.9424069371075715e-20,1.917125957907232e-20,1.9151687721405964e-20,5.7747016671554e-20
265,1.9875e-08,5.473754552721547e-20,4.967616703641745e-20,5.3759178365760194e-20,1.5817289092939313e-19,7.256464850082146e-20,6.476438841619547e-20,7.098492906190961e-20,2.0831396597892657e-19,1.911815814049884e-20,1.95291934592438e-20,1.9341321017789775e-20,5.798867261753241e-20
266,1.995e-08,5.481460779797849e-20,4.9850150562100186e-20,5.4195110158168564e-20,1.588598685182472e-19,7.229661194422444e-20,6.522271375058765e-20,7.163065872468379e-20,2.0914998441949588e-19,1.9884744044834714e-20,1.9135048722602786e-20,1.935806683093204e-20,5.837785959836954e-20
267,2.0025e-08,5.488018909780103e-20,5.0635127453077794e-20,5.469508012029358e-20,1.602103966711724e-19,7.25328869105701e-20,6.65107704715338e-20,7.211362051492922e-20,2.1115727789703314e-19,1.9609271397678478e-20,1.8914848531436206e-20,1.9892019917730554e-20,5.841613984684524e-20
268,2.01e-08,5.51418804726711e-20,5.0660398349103053e-20,5.4010965988516677e-20,1.5981324481029082e-19,7.305454427962333e-20,6.623932464649601e-20,7.150112751784135e-20,2.107949964439607e-19,1.9351538530264613e-20,1.9532973344741716e-20,1.906480340160428e-20,5.794931527661061e-20
269,2.0175e-08,5.501781142787087e-20,5.04246724668666e-20,5.485342227931785e-20,1.602959061740553e-19,7.278475459715323e-20,6.604688340949239e-20,7.250645511576106e-20,2.113380931224067e-19,1.9518626150183664e-20,1.9210762712362322e-20,1.9581835186190112e-20,5.831122404873611e-20
270,2.025e-08,5.572464881634795e-20,5.011552624987832e-20,5.487122986767073e-20,1.6071140493389698e-19,7.3731028159402e-20,6.5478823180413e-20,7.228468928005285e-20,2.1149454061986783e-19,1.9747058839894202e-20,1.9418938828126405e-20,2.0078321705821255e-20,5.924431937384186e-20
271,2.0325e-08,5.633467201616401e-20,5.0721079359412826e-20,5.489623059482414e-20,1.61951981970401e-19,7.472942912833043e-20,6.627750253424543e-20,7.273015218510439e-20,2.1373708384768023e-19,1.9581085051815815e-20,1.9638616648760978e-20,1.926321929236966e-20,5.848292099294645e-20
272,2.04e-08,5.633422891654122e-20,5.0537883066786355e-20,5.541153530728855e-20,1.622836472906161e-19,7.461784936444237e-20,6.615777699223119e-20,7.302930909212824e-20,2.138049354488018e-19,1.9802698216926188e-20,1.9328602821219808e-20,2.0210397452032673e-20,5.934169849017867e-20
273,2.0475e-08,5.673143956743491e-20,5.064485945761234e-20,5.534145712709167e-20,1.6271775615213894e-19,7.509897606170895e-20,6.642213004402024e-20,7.312252830919578e-20,2.1464363441492496e-19,2.0032240673602196e-20,1.9121133266410633e-20,1.9814043417536046e-20,5.896741735754888e-20
274,2.055e-08,5.689527299843945e-20,5.068652880054288e-20,5.558730176626006e-20,1.631691035652424e-19,7.533187549205218e-20,6.631082521326277e-20,7.332956413747244e-20,2.149722648427874e-19,2.0058077000459306e-20,1.9468452179034212e-20,2.013742988002904e-20,5.966395905952256e-20
275,2.0625e-08,5.810983742913925e-20,5.173205102226866e-20,5.557923838645792e-20,1.654211268378658e-19,7.690027855197218e-20,6.747736232826069e-20,7.293404516132629e-20,2.1731168604155914e-19,2.0565655263791448e-20,2.0272180971429082e-20,2.090352094370336e-20,6.174135717892389e-20
276,2.07e-08,5.833170506890195e-20,5.198054769036301e-20,5.587064086236741e-20,1.6618289362163236e-19,7.706168603665822e-20,6.77744490414695e-20,7.338068783560648e-20,2.182168229137342e-19,2.0908325127467036e-20,2.0423592451726416e-20,2.0884746226383882e-20,6.221666380557734e-20
277,2.0775e-08,5.838221461609391e-20,5.194504911920473e-20,5.664884000839345e-20,1.6697610374369208e-19,7.718234701990137e-20,6.770527602151857e-20,7.452254688511069e-20,2.194101699265306e-19,2.081866881708014e-20,2.045537700774564e-20,2.0936335838702577e-20,6.221038166352836e-20
278,2.085e-08,5.821922201214186e-20,5.2848956494931143e-20,5.713400798464451e-20,1.682021864917175e-19,7.678710220676756e-20,6.903362704440229e-20,7.543307005514247e-20,2.2125379930631233e-19,2.1119727013895598e-20,2.0511226080655806e-20,2.0571624199255037e-20,6.220257729380644e-20
279,2.0925e-08,5.852222422627855e-20,5.2664868373451305e-20,5.719052020216741e-20,1.6837761280189724e-19,7.726536427635417e-20,6.875718331783138e-20,7.544598598510199e-20,2.2146853357928755e-19,2.1072551821537604e-20,2.0511668787316913e-20,2.071524384290557e-20,6.229946445176009e-20
280,2.1e-08,5.86335284900755e-20,5.278896685429841e-20,5.758263227380727e-20,1.6900512761818117e-19,7.764776870672324e-20,6.899737823936543e-20,7.596665886932163e-20,2.2261180581541035e-19,2.064218524470314e-20,2.040380113765083e-20,2.085048538472289e-20,6.189647176707686e-20
281,2.1075e-08,5.870135427585753e-20,5.2666746537597576e-20,5.810044161034877e-20,1.694685424238039e-19,7.757239500735337e-20,6.890316389707057e-20,7.6398265617502e-20,2.2287382452192594e-19,2.0996130314294535e-20,2.0225623571306768e-20,2.1540531533556278e-20,6.276228541915758e-20
282,2.115e-08,5.911218440051249e-20,5.2442357843144356e-20,5.762639227112915e-20,1.6918093451478598e-19,7.813253415687061e-20,6.835700159566746e-20,7.559471980162352e-20,2.220842555541616e-19,2.1108634008414117e-20,2.064415362667727e-20,2.1724831599848406e-20,6.34776192349398e-20
283,2.1225e-08,5.932735899877185e-20,5.2382580151064087e-20,5.786668812669902e-20,1.6957662727653497e-19,7.864119024587563e-20,6.81347709993168e-20,7.602388835170041e-20,2.2279984959689284e-19,2.0737418831218762e-20,2.0908964452309133e-20,2.1587750958385666e-20,6.323413424191356e-20
284,2.13e-08,5.905944140947603e-20,5.263178057959154e-20,5.88632684499886e-20,1.705544904390562e-19,7.824722371644873e-20,6.864477649964964e-20,7.731850978412466e-20,2.24210510000223e-19,2.0721352932848903e-20,2.0637064122131732e-20,2.1988831174947233e-20,6.334724822992787e-20
285,2.1375e-08,5.927421341628322e-20,5.2374442040587035e-20,5.9090694936102e-20,1.7073935039297225e-19,7.848153712101043e-20,6.828468568723982e-20,7.751636749058057e-20,2.2428259029883085e-19,2.0897080310939562e-20,2.0585029441903844e-20,2.2275337468852836e-20,6.375744722169625e-20
286,2.145e-08,5.937726141997739e-20,5.3162750348669617e-20,5.9757373734272e-20,1.7229738550291903e-19,7.891375878302129e-20,6.936389897363405e-20,7.854557910431856e-20,2.268232368609739e-19,2.0342423915301796e-20,2.0792095967148843e-20,2.2217658707792244e-20,6.335217859024289e-20
287,2.1525e-08,5.95186643744291e-20,5.332639389845027e-20,5.952646218600997e-20,1.7237152045888934e-19,7.911278077720064e-20,6.952285339994505e-20,7.826200101446137e-20,2.2689763519160707e-19,2.0368701327485188e-20,2.096510860542455e-20,2.2091977378381514e-20,6.342578731129125e-20
288,2.16e-08,5.969868793820154e-20,5.3509537296763536e-20,5.981880146588954e-20,1.7302702670085463e-19,7.954172410801478e-20,6.99543979494028e-20,7.878255703542985e-20,2.2827867909284743e-19,2.005137152859425e-20,2.0651934859947177e-20,2.1928328911905647e-20,6.263163530044708e-20
289,2.1675e-08,6.032819609380033e-20,5.357262194758087e-20,5.948563825862749e-20,1.7338645630000868e-19,8.035618817263234e-20,6.989105415603273e-20,7.82244103905953e-20,2.2847165271926037e-19,2.031132910816523e-20,2.0967629468584287e-20,2.2044693159012115e-20,6.332365173576164e-20
290,2.175e-08,6.08468242688848e-20,5.3930230481452243e-20,6.001642503510729e-20,1.747934797854443e-19,8.095613383595744e-20,7.032292887094461e-20,7.883017273204164e-20,2.3010923543894367e-19,2.0667481129987692e-20,2.117685069150949e-20,2.2425675242209198e-20,6.427000706370638e-20
291,2.1825e-08,6.032996755660993e-20,5.416592577053082e-20,6.029630040385565e-20,1.7479219373099638e-19,8.03870397823973e-20,7.048819177081526e-20,7.918708065134993e-20,2.300623122045625e-19,2.0254997074226192e-20,2.155327319574375e-20,2.2551635964037988e-20,6.435990623400793e-20
292,2.19e-08,6.129201403530758e-20,5.441192234269032e-20,6.05375572055072e-20,1.7624149358350507e-19,8.174121030672577e-20,7.094037447581685e-20,7.996882947945692e-20,2.3265041426199955e-19,2.0433561328938773e-20,2.138730020950974e-20,2.1712964361267782e-20,6.35338258997163e-20
293,2.1975e-08,6.155856093489115e-20,5.490101570327461e-20,6.007985611565965e-20,1.7653943275382538e-19,8.194916261949867e-20,7.112498527501341e-20,7.937742329160175e-20,2.324515711861138e-19,2.081718295959131e-20,2.2484764000366826e-20,2.1522412324665998e-20,6.482435928462413e-20
294,2.205e-08,6.181348820816777e-20,5.511099504686596e-20,6.06535765666733e-20,1.7757805982170706e-19,8.194730754398176e-20,7.119223017842657e-20,7.973899264525985e-20,2.328785303676682e-19,2.1585173402430052e-20,2.2979933446111082e-20,2.2520020612778727e-20,6.708512746131985e-20
295,2.2125e-08,6.240724930310591e-20,5.549380721554583e-20,6.037079558985406e-20,1.782718521085058e-19,8.281370332960158e-20,7.187598248125608e-20,7.937262274151366e-20,2.340623085523713e-19,2.163419760563502e-20,2.276145312019116e-20,2.240425423019042e-20,6.67999049560166e-20
296,2.22e-08,6.200639703050144e-20,5.571967040955127e-20,6.131164631581136e-20,1.7903771375586408e-19,8.215919738219315e-20,7.204595163774132e-20,8.0747057166493e-20,2.349522061864275e-19,2.1740157265304917e-20,2.309899522119495e-20,2.247878440126584e-20,6.731793688776571e-20
297,2.2275e-08,6.273838377598837e-20,5.547793229851738e-20,6.137478931287995e-20,1.7959110538738571e-19,8.295219509329113e-20,7.182277140585926e-20,8.101623677102402e-20,2.357912032701744e-19,2.2350241241611933e-20,2.282017759771515e-20,2.2130256598658528e-20,6.73006754379856e-20
298,2.2349999999999998e-08,6.264429267964915e-20,5.626264832667205e-20,6.219374661736425e-20,1.811006876236854e-19,8.318671741353283e-20,7.246015073110455e-20,8.185450933049393e-20,2.375013774751313e-19,2.15995651351901e-20,2.3899279264690732e-20,2.2910621118278946e-20,6.840946551815979e-20
299,2.2425e-08,6.330674064687707e-20,5.576306903221328e-20,6.226918104967731e-20,1.8133899072876765e-19,8.41475508052808e-20,7.199416777747278e-20,8.204282936933001e-20,2.381845479520836e-19,2.166582503741025e-20,2.3332572906431106e-20,2.276050481724621e-20,6.775890276108756e-20
300,2.25e-08,6.361659236726749e-20,5.571396342887437e-20,6.263791447389522e-20,1.819684702700371e-19,8.387640482817856e-20,7.174943537232409e-20,8.155175112385285e-20,2.371775913243555e-19,2.3136537391658054e-20,2.3674338823114504e-20,2.4847182261186917e-20,7.165805847595947e-20
301,2.2575e-08,6.422992600884368e-20,5.59515574785347e-20,6.242991038030632e-20,1.826113938676847e-19,8.510133142501326e-20,7.217609818084504e-20,8.147997414801068e-20,2.3875740375386896e-19,2.2527879640207985e-20,2.3534164629973202e-20,2.4366990000693877e-20,7.042903427087505e-20
302,2.265e-08,6.340568272737741e-20,5.646350424221876e-20,6.271184069065204e-20,1.8258102766024819e-19,8.360130175197598e-20,7.284847934225145e-20,8.20562726681472e-20,2.3850605376237463e-19,2.3053889246587648e-20,2.3725555946645646e-20,2.4060758829367788e-20,7.084020402260109e-20
303,2.2725e-08,6.390595100738757e-20,5.631584780077136e-20,6.212983297856204e-20,1.8235163178672096e-19,8.42493232001851e-20,7.248505423895579e-20,8.113383732786332e-20,2.3786821476700423e-19,2.3258939770606556e-20,2.4009015405727096e-20,2.4158941475954255e-20,7.14268966522879e-20
304,2.28e-08,6.412804465445639e-20,5.674115161485263e-20,6.32010415347716e-20,1.8407023780408065e-19,8.469753166562278e-20,7.315241697693455e-20,8.286135234445522e-20,2.4071130098701253e-19,2.3029245411442298e-20,2.395067414334913e-20,2.3918818959954544e-20,7.089873851474597e-20
305,2.2875e-08,6.380676400198915e-20,5.724501311345791e-20,6.305626854397513e-20,1.8410804565942218e-19,8.441775798514234e-20,7.377106603119109e-20,8.269761115680712e-20,2.4088643517314053e-19,2.2625031883306076e-20,2.4225184725096495e-20,2.3811945315601854e-20,7.066216192400443e-20
306,2.295e-08,6.534662819756014e-20,5.708148651412866e-20,6.23837752370067e-20,1.848118899486955e-19,8.640189018201172e-20,7.372546546323315e-20,8.174530957062854e-20,2.418726652158734e-19,2.3277227787220358e-20,2.3826036387304646e-20,2.369852206650838e-20,7.080178624103338e-20
307,2.3025e-08,6.517824401753036e-20,5.74205765453609e-20,6.272846964568683e-20,1.8532729020857807e-19,8.577666502760814e-20,7.448770114664012e-20,8.246347232965948e-20,2.427278385039077e-19,2.4021633288410125e-20,2.331966157053936e-20,2.3297009204858638e-20,7.063830406380812e-20
308,2.31e-08,6.565022171261443e-20,5.818494152363924e-20,6.313745199150119e-20,1.8697261522775483e-19,8.671439980429529e-20,7.519704217482671e-20,8.33553174463478e-20,2.452667594254698e-19,2.356300650208802e-20,2.419396698034865e-20,2.2741209100274458e-20,7.049818258271113e-20
309,2.3175e-08,6.56579576888953e-20,5.8663494019984e-20,6.354937817162863e-20,1.878708298805079e-19,8.647412441091791e-20,7.596560042864709e-20,8.385389744499457e-20,2.462936222845596e-19,2.4066280820478965e-20,2.4093074379237214e-20,2.2979996889102493e-20,7.113935208881867e-20
310,2.325e-08,6.599410067066193e-20,5.906109347965472e-20,6.388978757833784e-20,1.889449817286545e-19,8.684810590199878e-20,7.668394163484602e-20,8.434655496378954e-20,2.4787860250063435e-19,2.4326820686955682e-20,2.384981679457526e-20,2.301620743123413e-20,7.119284491276508e-20
311,2.3325e-08,6.640689123530798e-20,5.918414706012688e-20,6.463203622046486e-20,1.9022307451589974e-19,8.75915445610485e-20,7.652773948867907e-20,8.50803062421641e-20,2.4919959029189167e-19,2.4078960859853784e-20,2.4530836406984565e-20,2.3775434204452437e-20,7.238523147129079e-20
312,2.34e-08,6.708231926297853e-20,6.028496374725938e-20,6.491848543477761e-20,1.9228576844501554e-19,8.855068114654203e-20,7.793066544556776e-20,8.53046620237931e-20,2.517860086159029e-19,2.4187525890155284e-20,2.5028024611772163e-20,2.4185949007897042e-20,7.340149950982449e-20
313,2.3475e-08,6.684151242133664e-20,6.010630683632588e-20,6.501574301373188e-20,1.919635622713944e-19,8.830372117071458e-20,7.759292690337182e-20,8.503638460727727e-20,2.5093303268136366e-19,2.3959013299044384e-20,2.5167220257052475e-20,2.501356264225354e-20,7.41397961983504e-20
314,2.355e-08,6.723009772063288e-20,6.050019072433527e-20,6.559398075631593e-20,1.9332426920128405e-19,8.893035524420704e-20,7.81023416196193e-20,8.539197751018881e-20,2.5242467437401517e-19,2.3871965988960272e-20,2.533026813473456e-20,2.6036655210980073e-20,7.523888933467491e-20
315,2.3625e-08,6.731868655584936e-20,6.059890780525067e-20,6.580404348464773e-20,1.9372163784574773e-19,8.910787959309555e-20,7.839068592093713e-20,8.578239001387608e-20,2.5328095552790875e-19,2.3782857499007855e-20,2.5050101140509953e-20,2.5886370634255876e-20,7.471932927377369e-20
316,2.37e-08,6.790757895260064e-20,6.12511616166971e-20,6.607241753977475e-20,1.952311581090725e-19,9.007846675043493e-20,7.924761023895173e-20,8.586830711749476e-20,2.5519438410688136e-19,2.360910587216222e-20,2.5293413685903182e-20,2.651930223116617e-20,7.542182178923158e-20
317,2.3775e-08,6.787301195894218e-20,6.08440960690875e-20,6.68943230292047e-20,1.9561143105723439e-19,9.011033111393757e-20,7.889825840077453e-20,8.715550274761518e-20,2.5616409226232725e-19,2.3441805912926008e-20,2.4771033441517538e-20,2.6411536209021368e-20,7.462437556346491e-20
318,2.385e-08,6.870408343187286e-20,6.130574355934165e-20,6.671020860998409e-20,1.9672003560119859e-19,9.121718958387112e-20,7.938875663531752e-20,8.698924574143808e-20,2.5759519196062667e-19,2.3721842038329478e-20,2.517503579230394e-20,2.6191741841473468e-20,7.508861967210688e-20
319,2.3925e-08,6.804930705036389e-20,6.182761110416804e-20,6.697058022384269e-20,1.9684749837837462e-19,9.055422740944799e-20,8.000394843167316e-20,8.721929363947144e-20,2.577774694805926e-19,2.3083421254772044e-20,2.5510437108000556e-20,2.6512701660975128e-20,7.510656002374773e-20
320,2.4e-08,6.929358141647466e-20,6.200891601017274e-20,6.743862040031234e-20,1.9874111782695972e-19,9.22247541549993e-20,8.017993010188346e-20,8.791308271772934e-20,2.603177669746121e-19,2.34760233861803e-20,2.570237808864914e-20,2.6529684949692075e-20,7.570808642452152e-20
321,2.4075e-08,6.850373384653666e-20,6.165463316395462e-20,6.752465233279769e-20,1.9768301934328897e-19,9.090354260871051e-20,7.971046464663303e-20,8.79006439749009e-20,2.5851465123024448e-19,2.3747865948677603e-20,2.5578235494462415e-20,2.6812465907267268e-20,7.613856735040728e-20
322,2.415e-08,6.959759158452546e-20,6.184454896704542e-20,6.760683723971824e-20,1.9904897779128916e-19,9.238326874016526e-20,7.994009185417342e-20,8.808390067366218e-20,2.6040726126800087e-19,2.407074054894047e-20,2.568880604999087e-20,2.6692704636349797e-20,7.645225123528113e-20
323,2.4225e-08,6.912897476630373e-20,6.175543224452594e-20,6.838013624945897e-20,1.9926454326028865e-19,9.168502508223605e-20,7.998812912004151e-20,8.892926945756e-20,2.6060242365983755e-19,2.4060928920212406e-20,2.5325649229579788e-20,2.732200485905406e-20,7.670858300884625e-20
324,2.43e-08,6.947704778901227e-20,6.240634449014974e-20,6.798326879924727e-20,1.9986666107840928e-19,9.223547125375523e-20,8.068254140096247e-20,8.847385146947706e-20,2.6139186412419477e-19,2.4004650905355902e-20,2.58896463656157e-20,2.704212412806545e-20,7.693642139903705e-20
325,2.4374999999999998e-08,6.967314149298501e-20,6.281934408535622e-20,6.839913530103723e-20,2.0089162087937846e-19,9.260068467652525e-20,8.114732783749551e-20,8.890098246495616e-20,2.6264899497897695e-19,2.3862835483684926e-20,2.6199173424343586e-20,2.743548364344139e-20,7.749749255146991e-20
326,2.445e-08,6.93554744806354e-20,6.312052723149946e-20,6.880443222567689e-20,2.0128043393781173e-19,9.20512503448442e-20,8.150822785536691e-20,8.936462702042178e-20,2.6292410522063287e-19,2.4008250439452584e-20,2.638103946154558e-20,2.7724199266645584e-20,7.811348916764374e-20
327,2.4525e-08,6.995984605312224e-20,6.314277915294041e-20,6.909197505846512e-20,2.021946002645278e-19,9.267484587545802e-20,8.141896331689532e-20,8.915093183773216e-20,2.6324474103008546e-19,2.4574211642478682e-20,2.662610649722586e-20,2.90132391498906e-20,8.021355728959515e-20
328,2.46e-08,6.999163762033109e-20,6.408702628689507e-20,6.980203190394433e-20,2.038806958111705e-19,9.26766630692553e-20,8.250453822041987e-20,9.016799572425578e-20,2.6534919701393095e-19,2.4665893412812556e-20,2.728797412284069e-20,2.9109881536408014e-20,8.106374907206126e-20
329,2.4675e-08,7.008735580292347e-20,6.445521448189736e-20,6.986590569132082e-20,2.0440847597614166e-19,9.308515593286095e-20,8.320598157336354e-20,8.990348198764153e-20,2.6619461949386605e-19,2.4136673121427234e-20,2.6990302890940514e-20,2.9829888989883135e-20,8.095686500225089e-20
330,2.475e-08,7.050379986684524e-20,6.46852398723205e-20,7.03342163230607e-20,2.0552325606222645e-19,9.35908694037407e-20,8.335892405570847e-20,9.080178245734455e-20,2.677515759167937e-19,2.4374752725743597e-20,2.737434354496521e-20,2.9439059769599017e-20,8.118815604030782e-20
331,2.4825e-08,7.045087579633178e-20,6.512120374629121e-20,6.996676019368602e-20,2.0553883973630903e-19,9.35935549753772e-20,8.387306304416663e-20,9.01917045398715e-20,2.676583225594153e-19,2.4210717983512503e-20,2.7654109875731543e-20,2.955637334574115e-20,8.14212012049852e-20
332,2.49e-08,7.078236014751025e-20,6.514420854211146e-20,6.994414346582774e-20,2.0587071215544946e-19,9.355631136878561e-20,8.397126870155008e-20,9.027559858375845e-20,2.6780317865409415e-19,2.5278938078438587e-20,2.752685982510813e-20,2.932094310324354e-20,8.212674100679025e-20
333,2.4975e-08,7.090155126102652e-20,6.545777991368395e-20,7.011297127406445e-20,2.064723024487749e-19,9.359685664825566e-20,8.454479662954727e-20,9.068939996217733e-20,2.6883105323998026e-19,2.5555267254902648e-20,2.7321025811480455e-20,2.900030223512016e-20,8.187659530150327e-20
334,2.505e-08,7.113934785883408e-20,6.552448450533208e-20,7.048424459056371e-20,2.0714807695472987e-19,9.405518380432716e-20,8.48609840396331e-20,9.13930303542119e-20,2.7030919819817213e-19,2.5352433459928942e-20,2.6889252037383007e-20,2.870751053546195e-20,8.094919603277389e-20
335,2.5124999999999998e-08,7.121696908497952e-20,6.587651876229999e-20,7.064324287435459e-20,2.0773673072163412e-19,9.41137261772293e-20,8.506390281199235e-20,9.146269540092855e-20,2.7064032439015014e-19,2.5468175129175772e-20,2.753922602238735e-20,2.904500081442268e-20,8.20524019659858e-20
336,2.52e-08,7.091612553617344e-20,6.622325112465524e-20,7.069386061099287e-20,2.0783323727182153e-19,9.397541028855465e-20,8.523957770533933e-20,9.157013260831696e-20,2.7078512060221093e-19,2.4842593696943015e-20,2.822773922613995e-20,2.898209058508943e-20,8.20524235081724e-20
337,2.5275e-08,7.187548414334118e-20,6.672236023798173e-20,7.211674146157481e-20,2.1071458584289773e-19,9.516682986150227e-20,8.608626534914116e-20,9.345426991211287e-20,2.747073651227563e-19,2.533828361662477e-20,2.8032370142833156e-20,2.9483359420753635e-20,8.285401318021156e-20
338,2.535e-08,7.21215928555925e-20,6.642798123179766e-20,7.181269824195889e-20,2.1036227232934906e-19,9.517845734736883e-20,8.57120848459332e-20,9.262822706427614e-20,2.7351876925757817e-19,2.6052896810500396e-20,2.7897438268397916e-20,3.022229592705547e-20,8.417263100595377e-20
339,2.5425e-08,7.218219322376658e-20,6.653096458125195e-20,7.135890057623959e-20,2.1007205838125813e-19,9.556990397879238e-20,8.589961320805757e-20,9.194386116074409e-20,2.7341337834759403e-19,2.5452450836283357e-20,2.78314967194899e-20,3.0229184408372207e-20,8.351313196414548e-20
340,2.55e-08,7.274924704987776e-20,6.641710663330935e-20,7.1820500956019e-20,2.1098685463920614e-19,9.635945032042807e-20,8.54207605200344e-20,9.266019568838029e-20,2.7444040652884276e-19,2.5574954187039963e-20,2.844691537135675e-20,3.0181814020070595e-20,8.42036835784673e-20
