,"time, s","msd_all, m^2","msd_x_all, m^2","msd_y_all, m^2","msd_z_all, m^2","msd_Cr, m^2","msd_x_Cr, m^2","msd_y_Cr, m^2","msd_z_Cr, m^2","msd_Ta, m^2","msd_x_Ta, m^2","msd_y_Ta, m^2","msd_z_Ta, m^2"
29,2.175e-09,1.9337350562778858e-20,6.418260623238859e-21,6.447170420642486e-21,6.4719195188975046e-21,2.4488339900344944e-20,8.04167648661254e-21,8.228261364782436e-21,8.218402048949966e-21,9.045432413696602e-21,3.1745996305996526e-21,2.8884672256128774e-21,2.9823655574840654e-21
30,2.25e-09,1.9950347229554574e-20,6.619608225843125e-21,6.6548877528347114e-21,6.675851250876718e-21,2.527369687385254e-20,8.295015245349516e-21,8.497010348656846e-21,8.48167127984616e-21,9.314045108232625e-21,3.2720664661653264e-21,2.9742404568853953e-21,3.067738185181917e-21
31,2.325e-09,2.055646321477434e-20,6.82368944005797e-21,6.857185418447358e-21,6.875588356269005e-21,2.605385146129981e-20,8.552053867944046e-21,8.760383796989518e-21,8.741413796366255e-21,9.572423808142385e-21,3.3703362960590343e-21,3.0545058456961418e-21,3.147581666387213e-21
32,2.4e-09,2.1166263007141817e-20,7.028664504109766e-21,7.060306645059635e-21,7.077291857972424e-21,2.6837528591663787e-20,8.811962110514556e-21,9.02461685889795e-21,9.000949622251278e-21,9.834808528692654e-21,3.465552294437691e-21,3.1355227607694107e-21,3.2337334734855598e-21
33,2.475e-09,2.177817255681778e-20,7.233570520477838e-21,7.265229513099107e-21,7.279372523240846e-21,2.7625984827490984e-20,9.072085919875578e-21,9.29085668639433e-21,9.263042221221067e-21,1.0093969523812534e-20,3.560130572071776e-21,3.217931469581485e-21,3.3159074821592714e-21
34,2.55e-09,2.2383499760565858e-20,7.437201083146363e-21,7.466779553883197e-21,7.479519123536274e-21,2.840473331624363e-20,9.328246508063846e-21,9.554402934724661e-21,9.522083873455165e-21,1.0352792870998648e-20,3.658803681406977e-21,3.295610181615968e-21,3.398379007975699e-21
35,2.625e-09,2.2990282991788705e-20,7.643837644929498e-21,7.664482134059437e-21,7.68196321279974e-21,2.9191559886128406e-20,9.59028686592627e-21,9.814729099658938e-21,9.78654392054319e-21,1.0599841072043541e-20,3.754740861570725e-21,3.368187903965132e-21,3.476912306507681e-21
36,2.7e-09,2.3598557895808324e-20,7.847020153625232e-21,7.867413072464551e-21,7.884124669718533e-21,2.9973983837619027e-20,9.846597352800915e-21,1.0080764252956344e-20,1.0046622231861715e-20,1.0860158015979604e-20,3.851771179491005e-21,3.44503366300536e-21,3.563353173483231e-21
37,2.775e-09,2.4206096472994698e-20,8.053289496298396e-21,8.070354714952959e-21,8.082452261743356e-21,3.075490093089899e-20,1.0106934151861957e-20,1.0343654636465969e-20,1.0304312142571018e-20,1.1121278190893047e-20,3.950011209889167e-21,3.5281949108361194e-21,3.643072070167764e-21
38,2.85e-09,2.4814375838680923e-20,8.25811674829939e-21,8.273137857637632e-21,8.283121232743884e-21,3.154164838611364e-20,1.0366001986772369e-20,1.0609115406072213e-20,1.0566530993269038e-20,1.1372969948009725e-20,4.046463234709839e-21,3.605745216917765e-21,3.720761496382129e-21
39,2.925e-09,2.5418698254868982e-20,8.465865462671138e-21,8.471895189873983e-21,8.480937602323872e-21,3.232150852930349e-20,1.0627204957502503e-20,1.0869778825918935e-20,1.0824524745882063e-20,1.162655975731725e-20,4.1474078392092425e-21,3.680811284260745e-21,3.798340633847264e-21
40,3e-09,2.6021420533187e-20,8.669132270033621e-21,8.670311429341093e-21,8.681976833812274e-21,3.310293811799606e-20,1.0883456561351948e-20,1.1132723792004378e-20,1.1086757764639724e-20,1.1872216452601685e-20,4.244808539528438e-21,3.7502961031603634e-21,3.877111809912887e-21
41,3.075e-09,2.6627837526076955e-20,8.873774379642014e-21,8.86941855554628e-21,8.88464459088868e-21,3.388768086863781e-20,1.1142129838551686e-20,1.1393235627894845e-20,1.1352315402191295e-20,1.2122330222483703e-20,4.341493843578342e-21,3.826713741068573e-21,3.95412263783678e-21
42,3.15e-09,2.72340890086307e-20,9.079116859235864e-21,9.065955747029213e-21,9.089016402365619e-21,3.4671806340288056e-20,1.1401595229373091e-20,1.1651899951383223e-20,1.1618311159531723e-20,1.2373181136979445e-20,4.438696209528079e-21,3.899118010595347e-21,4.035366916856015e-21
43,3.225e-09,2.783483153749644e-20,9.283306576470893e-21,9.262184759114191e-21,9.28934020191135e-21,3.544966975030638e-20,1.1660983914109589e-20,1.1909914156407748e-20,1.1878771679789028e-20,1.2620027842760961e-20,4.532595802243584e-21,3.9718973110061715e-21,4.1155347295112006e-21
44,3.2999999999999998e-09,2.843845235722248e-20,9.487262023783384e-21,9.462087439681375e-21,9.489102893757714e-21,3.6232302809361967e-20,1.191841472273867e-20,1.217284428030196e-20,1.2141043806321332e-20,1.2865973817107867e-20,4.6297049709879704e-21,4.0458682053945635e-21,4.190400640725322e-21
45,3.375e-09,2.904201812567449e-20,9.694946969153744e-21,9.658434764559471e-21,9.688636391961267e-21,3.701650507851725e-20,1.218219341648106e-20,1.2431859129876411e-20,1.2402452532159753e-20,1.3108619389818831e-20,4.725311977716571e-21,4.1170028783891465e-21,4.266304533713133e-21
46,3.45e-09,2.9644393604942746e-20,9.899894146357125e-21,9.854701967053551e-21,9.889797491532078e-21,3.779563894305825e-20,1.2442397977695563e-20,1.2690254877624749e-20,1.2662986087737935e-20,1.3357823329762782e-20,4.819852311475827e-21,4.189134335189631e-21,4.3488366830973305e-21
47,3.525e-09,3.0246116668999695e-20,1.0106609132878248e-20,1.004845166176174e-20,1.0091055874359699e-20,3.857469571204712e-20,1.2703436377029422e-20,1.2946555640120689e-20,1.2924703694896982e-20,1.360522533884833e-20,4.918026572787148e-21,4.257904064376604e-21,4.42929470168458e-21
48,3.6e-09,3.084843605641215e-20,1.0312958025370824e-20,1.0242401839852988e-20,1.029307619118833e-20,3.935492726449496e-20,1.2965607641505133e-20,1.3202848159587884e-20,1.3186471463401912e-20,1.3852067880887417e-20,5.012839749383735e-21,4.32729132210144e-21,4.511936809402225e-21
49,3.675e-09,3.145520456415649e-20,1.0522803133439458e-20,1.0438063610281359e-20,1.0494337820435673e-20,4.014160104175136e-20,1.3230924681273833e-20,1.3462123629422111e-20,1.3448552731055421e-20,1.4099377227087053e-20,5.11184933766882e-21,4.3958499392247435e-21,4.5916779501934964e-21
50,3.75e-09,3.206261292218775e-20,1.0732756399327939e-20,1.0632880766361711e-20,1.0696975756498117e-20,4.092688232627891e-20,1.3496977977119325e-20,1.371927093167789e-20,1.371063341748165e-20,1.4351387140185398e-20,5.209712114014253e-21,4.466128541521002e-21,4.675546484650143e-21
51,3.825e-09,3.2671087836383796e-20,1.0941133767807713e-20,1.0828066439655148e-20,1.0901887628920934e-20,4.1714111946561754e-20,1.3760896484197273e-20,1.397626487790246e-20,1.3976950584462026e-20,1.4602701772493056e-20,5.307115684084026e-21,4.537818388235244e-21,4.757767700173775e-21
52,3.9e-09,3.328135793226959e-20,1.115123940749595e-20,1.1022989603953873e-20,1.1107128920819725e-20,4.250188630395986e-20,1.402544063202193e-20,1.4234693697152154e-20,1.4241751974785796e-20,1.4858310033364876e-20,5.408450632710664e-21,4.605854277114351e-21,4.844005123539854e-21
53,3.975e-09,3.38811308143302e-20,1.1358447610939004e-20,1.1214940381990397e-20,1.130774282140078e-20,4.327829780058453e-20,1.4288041118800338e-20,1.44876391502993e-20,1.4502617531484908e-20,1.5105150683591472e-20,5.504982457536384e-21,4.6759348351544375e-21,4.924233390900642e-21
54,4.05e-09,3.449182794268303e-20,1.1570345577808767e-20,1.1407124112888451e-20,1.1514358251985801e-20,4.4067177700140904e-20,1.4554214578972723e-20,1.4742016340866632e-20,1.477094678030156e-20,1.535983028276231e-20,5.608435444623719e-21,4.743853118314923e-21,5.0075417198236635e-21
55,4.125e-09,3.510173158148744e-20,1.1781413005790983e-20,1.1599915138978472e-20,1.1720403436717972e-20,4.4854520865694225e-20,1.4821317907715797e-20,1.499404751752446e-20,1.5039155440453943e-20,1.5615201429644587e-20,5.707540516202948e-21,4.8182795466883196e-21,5.089381366753313e-21
56,4.1999999999999996e-09,3.57118803786415e-20,1.199408844131711e-20,1.1793530060482636e-20,1.1924261876841765e-20,4.5641232329855647e-20,1.509041188315852e-20,1.52485736881236e-20,1.5302246758573525e-20,1.587256974174296e-20,5.8074890643566326e-21,4.890190937285976e-21,5.174889740100368e-21
57,4.275e-09,3.631035966519307e-20,1.2204476963886294e-20,1.1981749314689795e-20,1.2124133386616973e-20,4.641627497709262e-20,1.5357094879665694e-20,1.549651794622873e-20,1.5562662151198195e-20,1.61182671572375e-20,5.905398589194247e-21,4.959076834095364e-21,5.2537917339478804e-21
58,4.35e-09,3.692337309817245e-20,1.2417621216233805e-20,1.2176827791032427e-20,1.2328924090906251e-20,4.720885620928818e-20,1.562739089693064e-20,1.5754703192196766e-20,1.582676212016076e-20,1.6372495710142452e-20,6.004350936247743e-21,5.0280650265966396e-21,5.3400797472980756e-21
59,4.425e-09,3.752610804971322e-20,1.2631290435815771e-20,1.2366888941911662e-20,1.2527928671985802e-20,4.7991095043418994e-20,1.589980549959135e-20,1.6004553038867888e-20,1.6086736504959745e-20,1.6616573490023872e-20,6.1006441267485745e-21,5.098665560688599e-21,5.417263802586693e-21
60,4.5e-09,3.8137958088214944e-20,1.2847328935641379e-20,1.255816788934058e-20,1.2732461263233022e-20,4.878102482163606e-20,1.6172641277556305e-20,1.625724350719303e-20,1.6351140036886736e-20,1.6872611861086416e-20,6.2031990024793095e-21,5.167241410701778e-21,5.502171447905318e-21
61,4.575e-09,3.874593949375313e-20,1.3061927074649214e-20,1.2752542894989037e-20,1.2931469524114829e-20,4.9571313938387764e-20,1.644614011675042e-20,1.6514264624123027e-20,1.6610909197514337e-20,1.7116333913945935e-20,6.300110781544669e-21,5.236446549473314e-21,5.5797765829279324e-21
62,4.65e-09,3.935388793903929e-20,1.3275421044704459e-20,1.2946568332445196e-20,1.3131898561889615e-20,5.0357536949697827e-20,1.6717598710334517e-20,1.676852308099198e-20,1.687141515837134e-20,1.7368081419696098e-20,6.3977887166974956e-21,5.310123590719925e-21,5.660169112278682e-21
63,4.725e-09,3.9958506052323515e-20,1.3488833820037763e-20,1.3136807214525563e-20,1.3332865017760218e-20,5.114276867420404e-20,1.6990253314072333e-20,1.702058651819202e-20,1.713192884193967e-20,1.761182507149591e-20,6.4928335419178964e-21,5.376834113645135e-21,5.7421574159328735e-21
64,4.8e-09,4.05727268240554e-20,1.3705029301179903e-20,1.33327011461368e-20,1.3534996376738692e-20,5.193815503313788e-20,1.726271666319767e-20,1.727984317239862e-20,1.7395595197541606e-20,1.7864068507861303e-20,6.596603185273301e-21,5.446126355383216e-21,5.8213389672047854e-21
65,4.875e-09,4.1180052552206997e-20,1.3917964443763318e-20,1.3526030273143614e-20,1.3736057835300077e-20,5.272381006051804e-20,1.7531847961950328e-20,1.7534506226229212e-20,1.7657455872338502e-20,1.8115083936968354e-20,6.697255773635752e-21,5.516907421568274e-21,5.900920741764314e-21
66,4.95e-09,4.178480377815041e-20,1.4131582906541483e-20,1.371622935065819e-20,1.3936991520950738e-20,5.3506360033037674e-20,1.7801102275427595e-20,1.7786536619810558e-20,1.7918721137799554e-20,1.8364584932936133e-20,6.799711198786595e-21,5.583564631238511e-21,5.981309102911029e-21
67,5.025e-09,4.2398482319590176e-20,1.4347974873753434e-20,1.3911615744024124e-20,1.4138891701812584e-20,5.429998362944397e-20,1.8073604743467926e-20,1.8044427465826073e-20,1.8181951420149927e-20,1.8618724819628352e-20,6.903991755163757e-21,5.654064198314343e-21,6.060668866150237e-21
68,5.1e-09,4.3000818652354446e-20,1.4560070854086122e-20,1.4097960449311683e-20,1.4342787348956684e-20,5.507905419398276e-20,1.834127160173e-20,1.8290348353639686e-20,1.844743423861305e-20,1.8867937872890133e-20,7.005054516508575e-21,5.721372898281299e-21,6.14151045810029e-21
69,5.175e-09,4.360755126862668e-20,1.4772933805803822e-20,1.4288290140896488e-20,1.454632732192634e-20,5.586289975707491e-20,1.861083576460552e-20,1.8540306428180555e-20,1.8711757564288866e-20,1.912079051924662e-20,7.104625790463688e-21,5.792562285639431e-21,6.223602443143492e-21
70,5.25e-09,4.421446952114986e-20,1.498701261063195e-20,1.4476096440922343e-20,1.475136046959563e-20,5.664537097817695e-20,1.8880408830102146e-20,1.87878488521405e-20,1.8977113295934293e-20,1.9376945711504133e-20,7.207824461182684e-21,5.861013009914223e-21,6.3081082404072085e-21
71,5.325e-09,4.48132557290545e-20,1.5197721194962102e-20,1.4664667427176348e-20,1.4950867106916068e-20,5.742187446573917e-20,1.9148528093283958e-20,1.9036086259657576e-20,1.9237260112797646e-20,1.9620644464155226e-20,7.303823818041659e-21,5.9303676896210475e-21,6.386452956492518e-21
72,5.4e-09,4.5410525426068197e-20,1.54065190850993e-20,1.4851210956836115e-20,1.5152795384132768e-20,5.819531874905592e-20,1.9412151459366197e-20,1.928220429644476e-20,1.9500962993244894e-20,1.9865909079551805e-20,7.403077837296485e-21,5.997878561485244e-21,6.464952680770056e-21
73,5.475e-09,4.6016557560886004e-20,1.561839095681688e-20,1.5042795401030695e-20,1.5355371203038408e-20,5.897872301135505e-20,1.9680211012003777e-20,1.9534538770688698e-20,1.9763973228662554e-20,2.011754338934343e-20,7.502684088738404e-21,6.068081597983553e-21,6.546777702621449e-21
74,5.55e-09,4.6622605272576265e-20,1.5829868607046024e-20,1.5233762224829917e-20,1.5558974440700318e-20,5.976041443296014e-20,1.994677334703503e-20,1.978595833424437e-20,2.0027682751680765e-20,2.037264673532479e-20,7.604099956638264e-21,6.138261014027201e-21,6.6302857646593235e-21
75,5.625e-09,4.722576985190569e-20,1.604262737611551e-20,1.5422143701388112e-20,1.5760998774402116e-20,6.054376286621071e-20,2.0216532607022297e-20,2.0035335780559493e-20,2.029189447862896e-20,2.0615795528401722e-20,7.702969072956037e-21,6.204769683824944e-21,6.708056771620722e-21
76,5.7e-09,4.783031765703015e-20,1.625377513131772e-20,1.5612928176590464e-20,1.5963614349121958e-20,6.132945306592026e-20,2.0485414461878087e-20,2.0287745905817274e-20,2.055629269822489e-20,2.0858412338095414e-20,7.798761390764485e-21,6.272423221514289e-21,6.787227725816641e-21
77,5.775e-09,4.844553729025926e-20,1.6466588457717216e-20,1.5806055386704584e-20,1.6172893445837465e-20,6.212261379169818e-20,2.0753680310981436e-20,2.0542078081767287e-20,2.082685539894944e-20,2.1118097327423308e-20,7.900777977464624e-21,6.34326004090554e-21,6.874059309053135e-21
78,5.85e-09,4.9044870804777805e-20,1.667630267824508e-20,1.599215785183804e-20,1.637641027469476e-20,6.289864432571111e-20,2.1019924493368944e-20,2.078742191855079e-20,2.1091297913791403e-20,2.1364381914319394e-20,7.997542684355025e-21,6.4109954685428205e-21,6.955843761421549e-21
79,5.925e-09,4.965525377512874e-20,1.688970034532386e-20,1.6179202573809032e-20,1.658635085599589e-20,6.368580986068757e-20,2.1289997581676085e-20,2.1033016348099168e-20,2.136279593091231e-20,2.1621545033865837e-20,8.097700203159107e-21,6.481055130256711e-21,7.042789700450008e-21
80,6e-09,5.025090997396294e-20,1.709709626028532e-20,1.636646348538843e-20,1.678735022828918e-20,6.445500507282473e-20,2.1554327154973177e-20,2.1276849558581197e-20,2.1623828359270322e-20,2.1870462149479456e-20,8.191340000000806e-21,6.5552819368021565e-21,7.123840212676498e-21
81,6.075e-09,5.08550928154129e-20,1.7310871477901034e-20,1.6550410923299716e-20,1.6993810414212105e-20,6.52373621570172e-20,2.1826324847836154e-20,2.1518739205045732e-20,2.1892298104135337e-20,2.2118644502012052e-20,8.288783982894026e-21,6.6234581259829805e-21,7.206402393135043e-21
82,6.15e-09,5.1449873996446216e-20,1.7517451384194934e-20,1.6736192441464067e-20,1.7196230170787218e-20,6.601117046242583e-20,2.2089942236857413e-20,2.1765102910326677e-20,2.215612531524174e-20,2.2355721096647035e-20,8.381400325066563e-21,6.688193594498283e-21,7.286127177082193e-21
83,6.225e-09,5.205385351231872e-20,1.7728072586615245e-20,1.692379283469278e-20,1.740198809101072e-20,6.679003325060636e-20,2.2356535477524546e-20,2.2011090897152582e-20,2.242240687592915e-20,2.261027563679498e-20,8.48018677138044e-21,6.759132838801434e-21,7.370956026613118e-21
84,6.3e-09,5.2658220995750676e-20,1.7938282383619576e-20,1.7111574019813633e-20,1.7608364592317488e-20,6.756823636041615e-20,2.262176566990588e-20,2.225561678641334e-20,2.2690853904096957e-20,2.286731139017877e-20,8.580463239340472e-21,6.833535445142709e-21,7.453312705695608e-21
85,6.375e-09,5.3261672942581065e-20,1.8143801926714676e-20,1.729967614193637e-20,1.781819487393003e-20,6.834694493967193e-20,2.2880864101190034e-20,2.2502750235611454e-20,2.2963330602870507e-20,2.3120592370268524e-20,8.67892965232347e-21,6.903690208675429e-21,7.537972509269633e-21
86,6.45e-09,5.386111925500221e-20,1.8352424289240395e-20,1.7481143715652697e-20,1.8027551250109132e-20,6.912054153360924e-20,2.3144428966876243e-20,2.274159981315206e-20,2.3234512753580874e-20,2.337207825692624e-20,8.77777431810473e-21,6.970505848969411e-21,7.623798089852074e-21
87,6.525e-09,5.446768617536639e-20,1.8561930199106752e-20,1.7668067467532167e-20,1.8237688508727465e-20,6.990513075914586e-20,2.3408307833678504e-20,2.2988947009324638e-20,2.3507875916142725e-20,2.3622948266760085e-20,8.878640511280783e-21,7.036700726802243e-21,7.707607028677049e-21
88,6.5999999999999995e-09,5.507089982341519e-20,1.877122266744147e-20,1.785352289815775e-20,1.8446154257815986e-20,7.068166204314955e-20,2.3672232643015447e-20,2.3231919992318688e-20,2.3777509407815365e-20,2.387986515390689e-20,8.97877500140199e-21,7.107233391660393e-21,7.793856760844499e-21
89,6.675e-09,5.567198511653258e-20,1.8975063635201357e-20,1.8041421837833683e-20,1.8655499643497558e-20,7.145526996242209e-20,2.3929152435982103e-20,2.3477572309333106e-20,2.4048545217106905e-20,2.4136242152968216e-20,9.076561988328865e-21,7.17973837622455e-21,7.879941788414798e-21
90,6.75e-09,5.626724923199663e-20,1.9181578540931773e-20,1.8226770979039678e-20,1.88588997120252e-20,7.222400317472807e-20,2.4189800608609678e-20,2.3720167173312422e-20,2.43140353928059e-20,2.4384906881578304e-20,9.174916089301847e-21,7.250707879936124e-21,7.959282912340332e-21
91,6.825e-09,5.685768585228438e-20,1.938496605877526e-20,1.8411456741805516e-20,1.9061263051703605e-20,7.298821566362018e-20,2.4449196403600056e-20,2.39625283145817e-20,2.4576490945438466e-20,2.4628131170650538e-20,9.266396444017943e-21,7.320155532918751e-21,8.041579193713854e-21
92,6.9e-09,5.745368123624097e-20,1.9592564002931233e-20,1.8595388363978943e-20,1.9265728869330775e-20,7.375342978135927e-20,2.4709944134679322e-20,2.4202813496358848e-20,2.4840672150321148e-20,2.488601959238142e-20,9.367798622504897e-21,7.391490101430848e-21,8.126730868445703e-21
93,6.975e-09,5.805508426910876e-20,1.9799926987267573e-20,1.8782441920498997e-20,1.9472715361342173e-20,7.452350686817024e-20,2.497185058584006e-20,2.4444451531625358e-20,2.5107204750704764e-20,2.5150403958874622e-20,9.46618120340102e-21,7.469481310768037e-21,8.214741444705569e-21
94,7.05e-09,5.864680803458216e-20,2.0002466156340572e-20,1.8968888597194366e-20,1.9675453281047187e-20,7.52853320475246e-20,2.5227735500696178e-20,2.4686754490556232e-20,2.5370842056272234e-20,2.5402257125909947e-20,9.562133071817567e-21,7.544324517293666e-21,8.295799536798735e-21
95,7.125e-09,5.924786355475309e-20,2.0207187461200543e-20,1.9158451554128873e-20,1.9882224539423696e-20,7.605261998779031e-20,2.548550524339878e-20,2.493144256604673e-20,2.5635672178344837e-20,2.5671172478586843e-20,9.66086111122239e-21,7.623744903363268e-21,8.38656646400119e-21
96,7.2e-09,5.98405415475887e-20,2.0412997712503275e-20,1.9340229865811042e-20,2.0087313969274387e-20,7.681324467458392e-20,2.5743405387712636e-20,2.516957791548977e-20,2.5900261371381542e-20,2.5928285104393202e-20,9.762593314575196e-21,7.692919211863132e-21,8.472772577954888e-21
97,7.275e-09,6.043649242221303e-20,2.061960638377104e-20,1.9524135049781602e-20,2.029275098866034e-20,7.757547621714492e-20,2.6003105281301423e-20,2.5407179301423083e-20,2.616519163442041e-20,2.6191999410073677e-20,9.863123234994541e-21,7.769536867302682e-21,8.559339307776432e-21
98,7.35e-09,6.103764553471422e-20,2.0829470592835687e-20,1.9706869262148212e-20,2.0501305679730283e-20,7.834460922979599e-20,2.6265047353576118e-20,2.5643695032406564e-20,2.6435866843813298e-20,2.645752080801758e-20,9.968933432215708e-21,7.844813084464012e-21,8.643774291337883e-21
99,7.425e-09,6.163452320794087e-20,2.103564585123328e-20,1.989020933059603e-20,2.0708668026111546e-20,7.91115021631978e-20,2.6525050142310506e-20,2.5882147819556268e-20,2.670430420133107e-20,2.6714700021948876e-20,1.006755876183484e-20,7.918035357536831e-21,8.729105902577206e-21
100,7.5e-09,6.222950801873811e-20,2.1243546546857478e-20,2.007319260646927e-20,2.091276886541138e-20,7.987497063301365e-20,2.6787674740691038e-20,2.6119202165630524e-20,2.696809372669211e-20,2.6973046584355557e-20,1.0166118534568925e-20,7.992982100567006e-21,8.813945949219625e-21
101,7.575e-09,6.283347821090695e-20,2.1455604617296697e-20,2.0256730035764977e-20,2.1121143557845273e-20,8.064691891899861e-20,2.7055071274508098e-20,2.6354133749871248e-20,2.723771389461933e-20,2.724138867110652e-20,1.0267607761188797e-20,8.073831599181526e-21,8.899949310736195e-21
102,7.65e-09,6.343050215463436e-20,2.1662158980684017e-20,2.0437854631417398e-20,2.1330488542532953e-20,8.141569257795803e-20,2.731872897140752e-20,2.659083649083314e-20,2.7506127115717394e-20,2.7495248633032577e-20,1.0360066987500176e-20,8.143908455280066e-21,8.991273190252337e-21
103,7.725e-09,6.403515197331427e-20,2.1873244121150668e-20,2.062172281118805e-20,2.1540185040975523e-20,8.219373075055029e-20,2.7584539123920677e-20,2.6829838676829452e-20,2.777935294980019e-20,2.775346039301642e-20,1.0461808988662943e-20,8.217616306205372e-21,9.074035098148107e-21
104,7.8e-09,6.46339842971501e-20,2.208175300728118e-20,2.0805545645063894e-20,2.1746685644805073e-20,8.296414382061098e-20,2.784656765349585e-20,2.707034086227932e-20,2.804723530483575e-20,2.8009466343047767e-20,1.0563383118457668e-20,8.288191138791651e-21,9.157892085798454e-21
105,7.875e-09,6.523137517349899e-20,2.2287706297685466e-20,2.0983587944602798e-20,2.196008093121069e-20,8.373604409829385e-20,2.8108769233423337e-20,2.730354618890595e-20,2.8323728675964505e-20,2.8258179255403036e-20,1.0656949689756115e-20,8.356015124442408e-21,9.245214441204524e-21
106,7.95e-09,6.58275419348161e-20,2.2495853419008097e-20,2.116266479119064e-20,2.2169023724617408e-20,8.4505998688319e-20,2.8372506925536236e-20,2.753835128050884e-20,2.859514048227401e-20,2.850710978865689e-20,1.075402424483175e-20,8.423744325228664e-21,9.329341218596485e-21
107,8.025e-09,6.642613531907559e-20,2.2705095112380024e-20,2.1340445587712117e-20,2.2380594618983477e-20,8.52776105596811e-20,2.863749972676657e-20,2.777162055212758e-20,2.886849028078702e-20,2.87600041254438e-20,1.0851872611369417e-20,8.490656547483547e-21,9.417474966590849e-21
108,8.1e-09,6.702142942685026e-20,2.290838156797679e-20,2.1522303890466735e-20,2.259074396840675e-20,8.604715407085114e-20,2.889597891947473e-20,2.800856566509355e-20,2.9142609486282816e-20,2.900713975729386e-20,1.0944881391058035e-20,8.562448821241605e-21,9.49980954499424e-21
109,8.175e-09,6.761860528525227e-20,2.311539557667644e-20,2.1703441374663223e-20,2.2799768333912603e-20,8.68148941881203e-20,2.915809748719704e-20,2.8244588526294725e-20,2.941220817462862e-20,2.92635202312796e-20,1.10417939078043e-20,8.633922749430756e-21,9.587803574044556e-21
110,8.25e-09,6.820909062282972e-20,2.3319303318587265e-20,2.1881925260270316e-20,2.3007862043972148e-20,8.757832909391448e-20,2.9417844145348025e-20,2.847973970118776e-20,2.9680745247378573e-20,2.9508444224549226e-20,1.1134132877617953e-20,8.699182734765322e-21,9.67512861216596e-21
111,8.325e-09,6.881004297733596e-20,2.352861876362731e-20,2.2062714932662848e-20,2.3218709281045805e-20,8.83514194548644e-20,2.968170367894049e-20,2.87155102491818e-20,2.9954205526742193e-20,2.976545677321159e-20,1.1234466676976198e-20,8.77011804047752e-21,9.760872055757904e-21
112,8.399999999999999e-09,6.940475382458801e-20,2.3735533773575203e-20,2.2244831284317224e-20,2.3424388766695644e-20,8.912000907546712e-20,2.994359416635778e-20,2.89548396622193e-20,3.0221575246890064e-20,3.001274968074189e-20,1.1331538105964775e-20,8.837920013626188e-21,9.843291561150925e-21
113,8.475e-09,7.00017724579198e-20,2.39427318358539e-20,2.242734381132748e-20,2.3631696810738424e-20,8.989012061996105e-20,3.020652846915347e-20,2.919304542299012e-20,3.049054672781741e-20,3.026392056384142e-20,1.1427372547054175e-20,8.909154848962484e-21,9.927393167824741e-21
114,8.55e-09,7.060185966214272e-20,2.415187055811685e-20,2.260816763163544e-20,2.384182147239043e-20,9.066367630779869e-20,3.0473884465423866e-20,2.9428515625349274e-20,3.076127621702561e-20,3.0517409606466816e-20,1.1520190426915506e-20,8.980792636383036e-21,1.0016426543168263e-20
115,8.625e-09,7.120424794714805e-20,2.4359606225228988e-20,2.2794331124490726e-20,2.4050310597428317e-20,9.144286191011907e-20,3.073690883815292e-20,2.967186875096454e-20,3.103408432100161e-20,3.0766548564102374e-20,1.1617456668546957e-20,9.052688562219758e-21,1.0096403333335676e-20
116,8.7e-09,7.180154697419884e-20,2.4564582358342588e-20,2.297814039612264e-20,2.425882421973362e-20,9.221423292921693e-20,3.0997895122107816e-20,2.9911769833268696e-20,3.1304567973840445e-20,3.101604359141862e-20,1.1710521894803885e-20,9.124423766825013e-21,1.0181097929789726e-20
117,8.774999999999999e-09,7.240391926244615e-20,2.477246732675582e-20,2.3164354746938e-20,2.4467097188752248e-20,9.299457889312244e-20,3.1262576775956076e-20,3.015434909431355e-20,3.157765302285291e-20,3.126281613318441e-20,1.1804924423373245e-20,9.198018384896749e-21,1.0259873324914419e-20
118,8.85e-09,7.29987690832615e-20,2.4977649642502315e-20,2.33487574929282e-20,2.4672361947831064e-20,9.376076479279037e-20,3.152261525100035e-20,3.039429231877786e-20,3.184385722301222e-20,3.151532843707402e-20,1.1900501561460309e-20,9.271448651435584e-21,1.0343378224178124e-20
119,8.925e-09,7.359509336089816e-20,2.5184144254113364e-20,2.353195582907977e-20,2.4878993277705033e-20,9.45252543551457e-20,3.178287082265016e-20,3.063129320251311e-20,3.2111090329982464e-20,3.1775650593094885e-20,1.1999579254868918e-20,9.347146975520522e-21,1.0428924362705445e-20
120,9e-09,7.418910906624775e-20,2.5390096126516802e-20,2.3712252718156355e-20,2.5086760221574632e-20,9.52928360461902e-20,3.204441914623049e-20,3.0867079916324906e-20,3.238133698363482e-20,3.202287332312068e-20,1.2094446811737307e-20,9.416572593690676e-21,1.0511853917692715e-20
121,9.075e-09,7.478572417391957e-20,2.5598082893755696e-20,2.3899055912486077e-20,2.5288585367677788e-20,9.606145058060559e-20,3.2305036090340165e-20,3.110879671115639e-20,3.264761777910915e-20,3.2275825513685315e-20,1.2197276018548821e-20,9.493655840142897e-21,1.0584893654993612e-20
122,9.15e-09,7.538345937206889e-20,2.5804094213336195e-20,2.4082378635351004e-20,2.5496986523381616e-20,9.683139176953599e-20,3.256512529261835e-20,3.134732425687306e-20,3.291894222004461e-20,3.252948507009825e-20,1.2295237193598657e-20,9.5666767392239e-21,1.0667571137275677e-20
