,"time, s","msd_x_all, m^2","msd_y_all, m^2","msd_z_all, m^2","msd_all, m^2","msd_x_Cr, m^2","msd_y_Cr, m^2","msd_z_Cr, m^2","msd_Cr, m^2","msd_x_Ta, m^2","msd_y_Ta, m^2","msd_z_Ta, m^2","msd_Ta, m^2"
54,4.05e-09,1.1216130615178463e-20,1.1048642506762642e-20,1.0370946608550449e-20,3.263571973049156e-20,1.4437436028304667e-20,1.420992027009299e-20,1.378743523282016e-20,4.243479153121782e-20,4.779811401061072e-21,4.732261350733452e-21,3.544642189355303e-21,1.3056714941149827e-20
55,4.125e-09,1.1360366196744174e-20,1.1557791738898973e-20,1.0253626828828308e-20,3.317178476447145e-20,1.4541565636189592e-20,1.4749252563256242e-20,1.3776794539989726e-20,4.3067612739435554e-20,5.004180598008509e-21,5.1811034121070085e-21,3.214172593441335e-21,1.3399456603556855e-20
56,4.1999999999999996e-09,1.1426509698324885e-20,1.1670731501727838e-20,1.0766558537371346e-20,3.386379973742407e-20,1.470273904606723e-20,1.4927294266491128e-20,1.444020064408912e-20,4.407023395664748e-20,4.880449888285004e-21,5.1639664463511835e-21,3.42644940617549e-21,1.3470865740811679e-20
57,4.275e-09,1.2315302015227588e-20,1.1764366220671164e-20,1.1084730468040224e-20,3.5164398703938974e-20,1.5745492638354467e-20,1.513466011173953e-20,1.4926905819506733e-20,4.580705856960073e-20,5.461620360034625e-21,5.0303610437904235e-21,3.407884013840541e-21,1.3899865417665588e-20
58,4.35e-09,1.1855276354183474e-20,1.1924119923270788e-20,1.1202095466700401e-20,3.4981491744154666e-20,1.5316657591561604e-20,1.530219854461493e-20,1.5153067640834348e-20,4.577192377701088e-20,4.939274389656475e-21,5.1745604903898126e-21,3.307867860960112e-21,1.3421702741006398e-20
59,4.425e-09,1.2078115197597811e-20,1.219881472960018e-20,1.1764708175822227e-20,3.604163810302022e-20,1.5596639043484216e-20,1.5539143209437352e-20,1.5764987120425452e-20,4.690076937334702e-20,5.0479396227115026e-21,5.52468184898802e-21,3.77196333142945e-21,1.4344584803128974e-20
60,4.5e-09,1.2398355241393046e-20,1.2458443196134767e-20,1.1601382005256992e-20,3.6458180442784806e-20,1.618598566931985e-20,1.5913549192741143e-20,1.557694441278766e-20,4.767647927484866e-20,4.8304921012189824e-21,5.554979456821638e-21,3.6580219605228654e-21,1.4043493518563487e-20
61,4.575e-09,1.2963474717399333e-20,1.2842391165303084e-20,1.2677422234506301e-20,3.848328811720872e-20,1.691984465306914e-20,1.6484622340145593e-20,1.6807679854184697e-20,5.0212146847399434e-20,5.0584621310903114e-21,5.565042548381441e-21,4.42497390456294e-21,1.504847858403469e-20
62,4.65e-09,1.2555094390845003e-20,1.2973590214187902e-20,1.2164125993960329e-20,3.769281059899324e-20,1.642049320211136e-20,1.6661614893101527e-20,1.637821030732541e-20,4.94603184025383e-20,4.8318463753655475e-21,5.6047440295616565e-21,3.7441880006547044e-21,1.418077840558191e-20
63,4.725e-09,1.2871024727658164e-20,1.2601434208123479e-20,1.2384342194098525e-20,3.785680112988017e-20,1.6844164039380275e-20,1.607614457479027e-20,1.6639993960477485e-20,4.9560302574648037e-20,4.9325061419321496e-21,5.658800018474791e-21,3.881350481196813e-21,1.4472656641603753e-20
64,4.8e-09,1.2895790883732192e-20,1.3137582929939048e-20,2.3849321829758008e-20,4.988269564342925e-20,1.6852301061733628e-20,1.691750735059431e-20,2.8402246647875894e-20,6.217205506020383e-20,4.99049808667073e-21,5.58511675351262e-21,1.4752364624807613e-20,2.5327979464990963e-20
65,4.875e-09,1.3244950556847059e-20,1.3090778191600339e-20,2.0414026705735525e-20,4.6749755454182915e-20,1.740805206563686e-20,1.695859389802225e-20,2.5014952628539954e-20,5.938159859219907e-20,4.926878596901813e-21,5.362701106308124e-21,1.1221161043569631e-20,2.1510740746779567e-20
66,4.95e-09,1.359902450399834e-20,1.3529892115295932e-20,2.20237513000018e-20,4.915266791929607e-20,1.7911571680190232e-20,1.750814868649032e-20,2.692844809618869e-20,6.234816846286924e-20,4.982353095318059e-21,5.581149005272764e-21,1.2223937193558079e-20,2.2787439294148903e-20
67,5.025e-09,1.4174104155686448e-20,1.3992544132863508e-20,2.2416216920825396e-20,5.0582865209375355e-20,1.864131100237691e-20,1.8141094779413263e-20,2.743985171182321e-20,6.422225749361338e-20,5.2484154756779746e-21,5.7035454777455395e-21,1.2378759125530938e-20,2.3330720078954452e-20
68,5.1e-09,1.441733255368813e-20,1.4481789339588814e-20,2.193807211625275e-20,5.08371940095297e-20,1.8973431815700878e-20,1.8426247844858944e-20,2.6847836807528188e-20,6.424751646808801e-20,5.314032661033751e-21,6.600576349566672e-21,1.2128132117864525e-20,2.4042741128464947e-20
69,5.175e-09,1.4459352687847328e-20,1.4174737596014953e-20,2.716125066563556e-20,5.579534094949784e-20,1.9068756516349358e-20,1.825957966311901e-20,3.220222690142517e-20,6.953056308089354e-20,5.249547772695803e-21,6.013031668969143e-21,1.7089143850766853e-20,2.8351723292431796e-20
70,5.25e-09,1.488108916952517e-20,1.470893301222417e-20,2.2052272283773236e-20,5.1642294465522574e-20,1.941477377032672e-20,1.891895072646525e-20,2.711916388875067e-20,6.545288838554264e-20,5.822574820658012e-21,6.297120274590136e-21,1.1928385346484344e-20,2.404808044173249e-20
71,5.325e-09,1.5347075483824227e-20,1.4658556849894792e-20,2.0832803811949306e-20,5.083843614566833e-20,2.003287213435935e-20,1.8752179200758453e-20,2.6007286400876145e-20,6.479233773599395e-20,5.98463412933705e-21,6.4793075043214965e-21,1.0493945045402129e-20,2.2957886679060673e-20
72,5.4e-09,1.513122188273521e-20,1.4544603675070203e-20,2.4533103709051513e-20,5.420892926685692e-20,1.9833429150133404e-20,1.8698061608114796e-20,2.9976248108507067e-20,6.850773886675527e-20,5.735991346507957e-21,6.245800031506495e-21,1.3657446051545565e-20,2.5639237429560014e-20
73,5.475e-09,1.578795014698499e-20,1.505795663958013e-20,2.5092870819353954e-20,5.593877760591907e-20,2.0537058328804504e-20,1.9406224844294076e-20,3.04971088880744e-20,7.044039206117298e-20,6.299009385263575e-21,6.369912941489575e-21,1.4294949834391015e-20,2.6963872161144166e-20
74,5.55e-09,1.587558708142902e-20,1.4940600089029092e-20,2.1980256452526695e-20,5.27964436229848e-20,2.082958214641964e-20,1.9313664064679272e-20,2.745913419884535e-20,6.760238040994426e-20,5.977272723059105e-21,6.2030132783061776e-21,1.1033201892987646e-20,2.3213487894352927e-20
75,5.625e-09,1.626718062404069e-20,1.5475934804458795e-20,2.755763628511621e-20,5.930075171361569e-20,2.1410369711402942e-20,1.998888385136749e-20,3.2969368829272955e-20,7.436862239204338e-20,5.990847740502444e-21,6.458851064248653e-21,1.6744740986928036e-20,2.919443979167913e-20
76,5.7e-09,1.627625064549107e-20,1.544648389761111e-20,2.0037097325271393e-20,5.175983186837357e-20,2.1379790020322874e-20,1.9934259886772234e-20,2.5250982467700105e-20,6.656503237479521e-20,6.0791397461689345e-21,6.479697106767682e-21,9.61951040983277e-21,2.2178347262769388e-20
77,5.775e-09,1.62900810307635e-20,1.5745593576432854e-20,2.6219231572857375e-20,5.825490618005374e-20,2.1515979641533338e-20,2.041466534339367e-20,3.1570496307465887e-20,7.35011412923929e-20,5.84849064244799e-21,6.416569323306063e-21,1.552715379257514e-20,2.779221375832919e-20
78,5.85e-09,1.6319415077282678e-20,1.5802020479484625e-20,2.4599520429645957e-20,5.672095598641325e-20,2.152568331301609e-20,2.0479942546811157e-20,3.003524876706488e-20,7.204087462689213e-20,5.9170470984637754e-21,6.4553129113693076e-21,1.3738680411717133e-20,2.6111040421550217e-20
79,5.925e-09,1.6564733117748687e-20,1.6110364257361814e-20,2.185967669420639e-20,5.45347740693169e-20,2.1850905770281576e-20,2.1001646639801773e-20,2.7393803144642545e-20,7.024635555472588e-20,6.002712368644873e-21,6.337352778385095e-21,1.0802232634057574e-20,2.3142297781087546e-20
80,6e-09,1.6705162046377364e-20,1.6231290536591732e-20,1.4728336275636343e-20,4.7664788858605445e-20,2.1987871331473805e-20,2.1068058050332922e-20,1.9747988327618154e-20,6.280391770942488e-20,6.150061267756939e-21,6.567202320659618e-21,4.6988361795867404e-21,1.7416099768003296e-20
81,6.075e-09,1.7296447589856408e-20,1.6382517275204952e-20,1.5307345242327766e-20,4.8986310107389127e-20,2.279572425629675e-20,2.1320708956859273e-20,2.0381930480445853e-20,6.449836369360188e-20,6.308635031714878e-21,6.515778817524548e-21,5.16808606538478e-21,1.7992499914624204e-20
82,6.15e-09,1.7633167825818856e-20,1.6411836405845988e-20,1.5280049814564237e-20,4.9325054046229087e-20,2.320802501317705e-20,2.148225840426541e-20,2.0485130305152178e-20,6.517541372259463e-20,6.494341844046541e-21,6.2808955769728085e-21,4.8800550062215146e-21,1.7655292427240864e-20
83,6.225e-09,1.7813211557692126e-20,1.708366682808604e-20,2.6635035067020714e-20,6.153191345279888e-20,2.3410299981820076e-20,2.2153040549232482e-20,3.2139612333944234e-20,7.770295286499679e-20,6.629966522764607e-21,6.954820506342258e-21,1.563663166064812e-20,2.922141868975499e-20
84,6.3e-09,1.82094315508712e-20,1.7327515602701992e-20,2.7236338560555536e-20,6.277328571412874e-20,2.3757726449180568e-20,2.238239307862927e-20,3.261104624052857e-20,7.87511657683384e-20,7.123678267725729e-21,7.22763345841762e-21,1.649742067654691e-20,3.084873240269026e-20
85,6.375e-09,1.8072633014917176e-20,1.728245613467435e-20,2.1264594279618156e-20,5.661968342920968e-20,2.3653608920611094e-20,2.2116884151217073e-20,2.6575022827914866e-20,7.234551589974304e-20,6.921581547095141e-21,7.623042343808739e-21,1.065410911378311e-20,2.5198733004686994e-20
86,6.45e-09,1.824990083055089e-20,1.7205854238105934e-20,1.753826137182092e-20,5.299401644047775e-20,2.3876938130804608e-20,2.202888735069112e-20,2.2714476038176947e-20,6.862030151967268e-20,7.006816537270511e-21,7.569207999483585e-21,7.195941833379098e-21,2.1771966370133198e-20
87,6.525e-09,1.8524676874580698e-20,1.7679417364885368e-20,1.5504315589624737e-20,5.1708409829090806e-20,2.436844205898224e-20,2.2763373751774744e-20,2.049814100569389e-20,6.762995681645088e-20,6.848560109653395e-21,7.521434193424759e-21,5.5264183227521856e-21,1.9896412625830338e-20
88,6.5999999999999995e-09,1.8952852656517034e-20,1.7889925028958195e-20,1.5999902804326304e-20,5.284268048980153e-20,2.4958242517373056e-20,2.3140516482071804e-20,2.1290774726980472e-20,6.938953372642534e-20,6.953802211876982e-21,7.39899718416285e-21,5.428492693241894e-21,1.9781292089281726e-20
89,6.675e-09,1.928929475893515e-20,1.833143973750812e-20,1.6742514911328354e-20,5.436324940777161e-20,2.5375772328770215e-20,2.3938443795291016e-20,2.2232770362866757e-20,7.154698648692798e-20,7.128227270768613e-21,7.12838280174268e-21,5.772727163430325e-21,2.002933723594162e-20
90,6.75e-09,1.98140989492106e-20,1.828628479624352e-20,1.6977908406721676e-20,5.50782921521758e-20,2.6173720871590583e-20,2.3735893153504917e-20,2.2595839454483038e-20,7.250545347957853e-20,7.107276241017784e-21,7.397711848043491e-21,5.753018832776612e-21,2.0258006921837887e-20
91,6.825e-09,2.1690804679310486e-20,1.846853875740459e-20,1.70500035243903e-20,5.720934696110538e-20,2.833532763143035e-20,2.4002960396322152e-20,2.270990235654042e-20,7.504819038429291e-20,8.414736358961627e-21,7.410504896832976e-21,5.741260349996595e-21,2.1566501605791198e-20
92,6.9e-09,2.7192630094927606e-20,1.8725771349770463e-20,1.7117565964814437e-20,6.303596740951251e-20,3.424973492718314e-20,2.4352104835704585e-20,2.277490130806743e-20,8.137674107095515e-20,1.3092203838292017e-20,7.48409331049193e-21,5.813944761400736e-21,2.6390241910184683e-20
93,6.975e-09,2.633455787596324e-20,1.9005516411290447e-20,1.696508029866597e-20,6.230515458591966e-20,3.327546981240517e-20,2.4790900435498493e-20,2.2625466491768425e-20,8.069183673967207e-20,1.2466290471705243e-20,7.446047941046652e-21,5.655363354244464e-21,2.556770176699636e-20
94,7.05e-09,2.7021224006439498e-20,1.9795985752041604e-20,1.77864398077008e-20,6.46036495661819e-20,3.391855543421794e-20,2.5805465576422137e-20,2.3573273145554157e-20,8.329729415619424e-20,1.3240032501327499e-20,7.788763368562529e-21,6.224075540857082e-21,2.7252871410747106e-20
95,7.125e-09,2.731033544553164e-20,1.9334072881884318e-20,1.7403766696587078e-20,6.404817502400304e-20,3.444731523018631e-20,2.525339040305707e-20,2.326410424909688e-20,8.296480988234027e-20,1.3050315289864194e-20,7.50699900657237e-21,5.694537563349724e-21,2.625185185978629e-20
96,7.2e-09,2.5605604196640805e-20,1.9787023826264326e-20,1.767416943950031e-20,6.306679746240544e-20,3.251309303681756e-20,2.5700904169526968e-20,2.3531517995259555e-20,8.174551520160408e-20,1.1804117705428258e-20,7.970813687284462e-21,5.970912461879788e-21,2.574584385459251e-20
97,7.275e-09,2.4396342804947775e-20,2.0400633376882685e-20,1.7651953484977326e-20,6.244892966680778e-20,3.134338771299051e-20,2.6366382723145767e-20,2.350043590442387e-20,8.121020634056017e-20,1.0515821435948316e-20,8.480786538548438e-21,5.9664114633097176e-21,2.4963019437806473e-20
98,7.35e-09,2.66965677556095e-20,2.0764581729226194e-20,1.8070815164986607e-20,6.553196464982231e-20,3.3623754624497187e-20,2.6616161322811264e-20,2.3887216312244917e-20,8.412713225955336e-20,1.2855723679687425e-20,9.072851408449775e-21,6.449373028960732e-21,2.8377948117097936e-20
99,7.425e-09,2.589305979989604e-20,2.0304567946206115e-20,1.8737421187503374e-20,6.493504893360553e-20,3.2891380494373414e-20,2.6128809548972515e-20,2.4865390297410572e-20,8.38855803407565e-20,1.1910087006047685e-20,8.667460212553724e-21,6.4934516573567635e-21,2.7070998875958166e-20
100,7.5e-09,2.6970138915857364e-20,2.0541007398931842e-20,1.8247199552820616e-20,6.575834586760982e-20,3.400358168639021e-20,2.6426664484572277e-20,2.4262740673063626e-20,8.469298684402611e-20,1.2916990567702867e-20,8.781188651646364e-21,6.2278664160850636e-21,2.7926045635434294e-20
101,7.575e-09,3.0977395766465534e-20,2.0842653219947612e-20,2.6114745294392207e-20,7.793479428080537e-20,3.7872088345462454e-20,2.6500455344341393e-20,3.2355620433990874e-20,9.672816412379472e-20,1.7201476804915054e-20,9.538099365934271e-21,1.3645184224451898e-20,4.0384760395301226e-20
102,7.65e-09,2.8099995148162166e-20,2.1078072566291505e-20,2.815110546282135e-20,7.732917317727502e-20,3.5289843506668324e-20,2.6775977851651253e-20,3.456262413259687e-20,9.662844549091645e-20,1.3734341103725052e-20,9.693390716832486e-21,1.5340590620672216e-20,3.876832244122975e-20
103,7.725e-09,2.8590526412520875e-20,2.142956323884772e-20,3.1618436282961997e-20,8.16385259343306e-20,3.5930105961350374e-20,2.7441671777278013e-20,3.832472342999267e-20,1.0169650116862106e-19,1.3925702431168202e-20,9.417088561476236e-21,1.8218960205984693e-20,4.1561751198629133e-20
104,7.8e-09,2.8174010974512787e-20,2.1852382741483787e-20,2.86892659711287e-20,7.871565968712527e-20,3.5354941756229665e-20,2.816144472401513e-20,3.531368227041024e-20,9.883006875065505e-20,1.382617466651209e-20,9.246581163105727e-21,1.5453371685650162e-20,3.8526127515267976e-20
105,7.875e-09,2.9537025099706456e-20,2.1893066111916237e-20,3.21090603373458e-20,8.35391515489685e-20,3.7066537118986705e-20,2.7983280572699457e-20,3.876107880408741e-20,1.0381089649577357e-19,1.4492707139308603e-20,9.724532140468524e-21,1.8818015627430436e-20,4.303525490720756e-20
106,7.95e-09,3.134112964461742e-20,2.2214433446032613e-20,2.834942985552628e-20,8.19049929461763e-20,3.894837453561932e-20,2.855146109238665e-20,3.50781661337908e-20,1.0257800176179678e-19,1.614149776279135e-20,9.55275516044632e-21,1.490509936204074e-20,4.0599352285278406e-20
107,8.025e-09,2.9247437616227996e-20,2.18589989676109e-20,3.021701791690413e-20,8.132345450074303e-20,3.697793432666497e-20,2.8109309303050883e-20,3.694467612995599e-20,1.0203191975967185e-19,1.3801542821741594e-20,9.370585934104831e-21,1.6774841448247744e-20,3.9946970204094166e-20
108,8.1e-09,3.289554111508322e-20,2.2216454219825685e-20,2.4909813869462107e-20,8.002180920437102e-20,4.0662757415330336e-20,2.847283082178151e-20,3.1814598612971567e-20,1.0095018685008341e-19,1.7376278858925425e-20,9.715920501464744e-21,1.1113730290145357e-20,3.820592965053553e-20
109,8.175e-09,3.002880269179633e-20,2.2598117507873426e-20,2.0467740429596644e-20,7.30946606292664e-20,3.775467324782886e-20,2.8947233602890815e-20,2.720873366437274e-20,9.39106405150924e-20,1.4592151170661013e-20,9.912285935211722e-21,6.99891996245613e-21,3.150335706832887e-20
110,8.25e-09,2.984858542148401e-20,2.2493558714414293e-20,2.0853201976104834e-20,7.319534611200314e-20,3.752891745274328e-20,2.876049973357115e-20,2.763785675994434e-20,9.392727394625878e-20,1.4502922007464002e-20,9.971916795278634e-21,7.297143687300504e-21,3.1771982490043143e-20
111,8.325e-09,2.884360426380441e-20,2.2360173103959612e-20,2.0592000485728033e-20,7.179577785349206e-20,3.640533032485048e-20,2.87948650410108e-20,2.732733453817759e-20,9.252752990403888e-20,1.3734921137925277e-20,9.503356987546787e-21,7.134487330150101e-21,3.0372765455622164e-20
112,8.399999999999999e-09,3.238021916658963e-20,2.247156078172365e-20,2.0796907219515296e-20,7.564868716782858e-20,4.018359242812828e-20,2.9035435170008704e-20,2.7672974887178366e-20,9.689200248531534e-20,1.67887136069138e-20,9.356632072318151e-21,7.058201703852561e-21,3.320354738308451e-20
113,8.475e-09,2.5656563579351625e-20,2.2883153167827746e-20,2.1433053798512804e-20,6.997277054569217e-20,3.3153758880709635e-20,2.93567918808365e-20,2.861844165061599e-20,9.112899241216212e-20,1.067681593620856e-20,9.94851956742159e-21,7.076312054955074e-21,2.7701647558585223e-20
114,8.55e-09,3.048919693355854e-20,2.2488355831076935e-20,2.1680347598791937e-20,7.465790036342741e-20,3.816391084154674e-20,2.876631641630787e-20,2.8866269697745437e-20,9.579649695560004e-20,1.5154758793183688e-20,9.944696302383105e-21,7.322538404984463e-21,3.2421993500551254e-20
115,8.625e-09,3.040444729577782e-20,2.2794741139971312e-20,2.197172738349517e-20,7.51709158192443e-20,3.811111452883089e-20,2.927751729605172e-20,2.937103160235007e-20,9.675966342723267e-20,1.5006164914111252e-20,9.841850499990339e-21,7.187570711837839e-21,3.2035586125939425e-20
116,8.7e-09,2.939822210457583e-20,2.329398747404411e-20,2.3064142947144868e-20,7.575635252576481e-20,3.727139250937533e-20,3.0102607908558905e-20,2.9960625708190304e-20,9.733462612612455e-20,1.3667258580923686e-20,9.690044691800663e-21,9.284647117946645e-21,3.2641950390670993e-20
117,8.774999999999999e-09,2.9293101635528725e-20,2.33039542378032e-20,2.8481233994606347e-20,8.107828986793827e-20,3.704727851191678e-20,2.999815471599451e-20,3.5414688758863945e-20,1.0246012198677524e-19,1.3799892759464333e-20,9.92862789172954e-21,1.4627866369927606e-20,3.8356387021121486e-20
118,8.85e-09,3.078611199556454e-20,2.362861902876379e-20,3.098289733186404e-20,8.539762835619236e-20,3.8814245687072544e-20,3.0273999506471045e-20,3.7956159318030156e-20,1.0704440451157375e-19,1.474552456116474e-20,1.0350837332094813e-20,1.704999301184857e-20,4.214635490510812e-20
119,8.925e-09,3.179045025267222e-20,2.4457293517334012e-20,2.888381157661205e-20,8.513155534661827e-20,3.98911204813418e-20,3.143879645770753e-20,3.5852100644760673e-20,1.0718201758381e-19,1.5604931416873453e-20,1.0507923384517375e-20,1.4960843379901032e-20,4.107369818129186e-20
120,9e-09,3.260349922937427e-20,2.4157111443211736e-20,5.175844671900753e-20,1.0851905739159355e-19,4.121213872290644e-20,3.111795354275473e-20,5.822106908957128e-20,1.3055116135523246e-19,1.540303399132074e-20,1.0249022638851426e-20,3.884582428719753e-20,6.449788091736969e-20
121,9.075e-09,3.0225398601315445e-20,2.4079528112222497e-20,5.122464342327055e-20,1.0552957013680849e-19,3.879742952260687e-20,3.121915190942076e-20,5.780066128965904e-20,1.2781724272168667e-19,1.3098079006625734e-20,9.814225095554879e-21,3.808545147538888e-20,6.099775557756949e-20
122,9.15e-09,3.085514753935783e-20,2.4634626543847156e-20,5.153134192405933e-20,1.0702111600726431e-19,3.9482295427034415e-20,3.197237580678886e-20,5.826074971581696e-20,1.2971542094964023e-19,1.361770166222277e-20,9.973459559492934e-21,3.808566971513736e-20,6.167683093685306e-20
123,9.225e-09,3.24238013553112e-20,2.4556196641433962e-20,4.9827754028340666e-20,1.0680775202508582e-19,4.110606991263405e-20,3.1821210390778635e-20,5.647179724479269e-20,1.2939907754820539e-19,1.5076221796441495e-20,1.0040358622723807e-20,3.6552644242343735e-20,6.166922466150905e-20
124,9.3e-09,2.972292306100805e-20,2.5095164295011845e-20,5.0876395947780475e-20,1.0569448330380038e-19,3.831615974298826e-20,3.236146335328904e-20,5.729990791140594e-20,1.2797753100768323e-19,1.2553233362442122e-20,1.0576758168805658e-20,3.80419179423335e-20,6.117190947358129e-20
125,9.375e-09,3.277829496383783e-20,2.5504370301123878e-20,5.1733702467222216e-20,1.1001636773218393e-19,4.170757699920586e-20,3.276790415932581e-20,5.811001888659031e-20,1.3258550004512198e-19,1.4937170897077112e-20,1.0991489174286804e-20,3.8993523371492606e-20,6.492218344285652e-20
126,9.45e-09,3.0999195934743315e-20,2.5557824046694898e-20,3.097929814419627e-20,8.753631812563448e-20,3.9651206474500094e-20,3.282135517374193e-20,3.797663909879886e-20,1.1044920074704088e-19,1.3712073313315222e-20,1.1044948376833346e-20,1.6998282916543034e-20,4.1755304606691597e-20
127,9.525e-09,3.6601751972714646e-20,2.582022391397452e-20,3.092119232234689e-20,9.334316820903606e-20,4.5417234122037735e-20,3.307885821531237e-20,3.789568526597852e-20,1.1639177760332864e-19,1.898800541264137e-20,1.131713233141862e-20,1.6985828491614167e-20,4.729096623567416e-20
128,9.6e-09,3.052997371047084e-20,2.5286874072937845e-20,3.1032364687784377e-20,8.684921247119306e-20,3.9403492438042205e-20,3.2605261302790744e-20,3.835705625070653e-20,1.1036580999153948e-19,1.2800267346592896e-20,1.0664393338290372e-20,1.639728760014892e-20,3.9861948285032185e-20
129,9.675e-09,3.1584191012036874e-20,2.567743396905601e-20,3.332494424546146e-20,9.058656922655434e-20,4.030205671447493e-20,3.303277800139006e-20,4.06926710989624e-20,1.1402750581482738e-19,1.4165486688610822e-20,1.0981111810701057e-20,1.8603880629970318e-20,4.37504791292822e-20
130,9.75e-09,3.419880386532161e-20,2.5315567895306774e-20,2.975630304574999e-20,8.927067480637838e-20,4.2798786187514783e-20,3.250102922897746e-20,3.704773722151318e-20,1.1234755263800542e-19,1.7015636061408298e-20,1.0958679332132741e-20,1.5187675776598154e-20,4.3161991170139196e-20
131,9.825e-09,3.2955272864605386e-20,2.5633709483530743e-20,3.394490493425906e-20,9.253388728239518e-20,4.170225182953489e-20,3.2862862571964565e-20,4.1356778403849726e-20,1.1592189280534916e-19,1.5478398878037253e-20,1.1189522746288928e-20,1.9135634310448044e-20,4.5803555934774225e-20
132,9.9e-09,3.3018496800368555e-20,2.5824529763229175e-20,3.2242510261215525e-20,9.108553682481325e-20,4.151162732794288e-20,3.31759555899739e-20,3.9654762512322966e-20,1.1434234543023973e-19,1.6048823890781584e-20,1.113603636330759e-20,1.7432482814178586e-20,4.4617343068267763e-20
133,9.975e-09,3.315244679787471e-20,2.6388888067625006e-20,3.1925197854141425e-20,9.146653271964116e-20,4.169651264431832e-20,3.3952535282415345e-20,3.9363280753715387e-20,1.1501232868044904e-19,1.608100273359384e-20,1.1276366386510723e-20,1.7063559560656732e-20,4.442092868076129e-20
134,1.005e-08,3.3912059578140665e-20,2.583354230129298e-20,3.163862015718449e-20,9.138422203661813e-20,4.265347071282579e-20,3.3322589548632143e-20,3.932765913263581e-20,1.1530371939409375e-19,1.644631037739287e-20,1.0870074852019616e-20,1.6275559860530776e-20,4.359194508994326e-20
135,1.0125e-08,3.525617663871899e-20,2.6038993959316543e-20,3.184215241447587e-20,9.313732301251141e-20,4.389968448293893e-20,3.352232750587745e-20,3.9621322314256695e-20,1.1704333430307308e-19,1.7986042801537382e-20,1.1086942752027862e-20,1.6299006306124718e-20,4.537199185968996e-20
136,1.02e-08,3.3498183191551514e-20,2.6544463050371597e-20,3.2866239273397855e-20,9.290888551532097e-20,4.237403644613585e-20,3.4314074541525504e-20,4.057465075488269e-20,1.1726276174254406e-19,1.5763812333270698e-20,1.1020415090507432e-20,1.7464471801602965e-20,4.4248699225381095e-20
137,1.0275e-08,3.329148520176288e-20,2.6542646123279394e-20,3.3018718673083544e-20,9.285284999812582e-20,4.214705885775155e-20,3.4181329716647826e-20,4.090232519578275e-20,1.172307137701821e-19,1.5597633932082423e-20,1.1280198240435823e-20,1.7266903296674787e-20,4.414473546919304e-20
138,1.035e-08,3.4582368832309185e-20,2.6297288881564157e-20,3.1033821736695424e-20,9.191347945056876e-20,4.3127383722645733e-20,3.383107517019944e-20,3.8829076431369456e-20,1.1578753532421463e-19,1.7509028533843786e-20,1.1244430730638599e-20,1.54585374541729e-20,4.4211996718655284e-20
139,1.0425e-08,3.378136832732833e-20,2.6858376102200663e-20,3.1281255005918366e-20,9.192099943544736e-20,4.225957513187188e-20,3.462229196289715e-20,3.891292540161982e-20,1.1579479249638884e-19,1.6841513715906346e-20,1.1345708278973123e-20,1.6032819820757044e-20,4.4220041815636514e-20
140,1.05e-08,3.4841438139253607e-20,2.728037447419147e-20,3.282266967430756e-20,9.494448228775262e-20,4.3745509861693455e-20,3.5158841246718e-20,4.0434349504654847e-20,1.193387006130663e-19,1.7050685459456793e-20,1.1538828559553495e-20,1.761417657578165e-20,4.620369059479193e-20
141,1.0575e-08,3.500920497470831e-20,2.6848627058087938e-20,3.300585912909445e-20,9.48636911618907e-20,4.40129724789704e-20,3.462621048729813e-20,4.080246892931979e-20,1.194416518955883e-19,1.7019255449590888e-20,1.1308650792302743e-20,1.742786728215987e-20,4.57557735240535e-20
142,1.065e-08,3.559615603959071e-20,2.6934762702080425e-20,3.2863868027668385e-20,9.539478676933952e-20,4.4586502479272783e-20,3.4888319403280696e-20,4.0436665327129975e-20,1.1991148720968344e-19,1.7633022430616557e-20,1.1043183590111922e-20,1.7733064048470716e-20,4.64092700691992e-20
143,1.0725e-08,3.785873501820845e-20,2.684730882405438e-20,3.2735254731457337e-20,9.744129857372016e-20,4.7002619020455526e-20,3.477308116692077e-20,4.0828881082695087e-20,1.2260458127007136e-19,1.9588826162156225e-20,1.1011244162428782e-20,1.6563809892949086e-20,4.716388021753409e-20
144,1.08e-08,3.513176589785311e-20,2.706327711227741e-20,3.4049942037468535e-20,9.624498504759906e-20,4.409075804437908e-20,3.537060980849319e-20,4.194577689728524e-20,1.214071447501575e-19,1.723127963633733e-20,1.0464836979018152e-20,1.8273693870295706e-20,4.596981048565119e-20
145,1.0875e-08,3.5313190092848236e-20,2.7287153503448016e-20,3.4303796734337084e-20,9.690414033063334e-20,4.4321093024653486e-20,3.5579613979129523e-20,4.2372833036088424e-20,1.2227354003987143e-19,1.731497778965146e-20,1.0718428763951562e-20,1.8181483967361254e-20,4.621489052096428e-20
146,1.095e-08,3.6239813451398447e-20,2.7064598868865484e-20,3.3702204167642964e-20,9.700661648790689e-20,4.570174024082747e-20,3.521872760734328e-20,4.2013065081469307e-20,1.2293353292964006e-19,1.7334440198301e-20,1.0772267424602226e-20,1.7096714490212633e-20,4.520342211311586e-20
147,1.1025e-08,3.631350021131424e-20,2.7118271156089834e-20,3.4363536163971066e-20,9.779530753137514e-20,4.5886449882036676e-20,3.5164470784769224e-20,4.2824679815212587e-20,1.238756004820185e-19,1.7186298037195012e-20,1.1041587132380799e-20,1.745777453268188e-20,4.5685659702257686e-20
