,"time, s","r_all, m^2","x_all, m^2","y_all, m^2","z_all, m^2","r_2, m^2","x_2, m^2","y_2, m^2","z_2, m^2","r_5, m^2","x_5, m^2","y_5, m^2","z_5, m^2"
123,9.225e-09,1.2035687658156807e-19,3.007129332239465e-20,4.255240107202323e-20,4.7733182187150155e-20,1.4277400493915334e-19,3.7075854509292364e-20,5.044795052036763e-20,5.525019990949343e-20,7.556640332022076e-20,1.6075851732167426e-20,2.6776723170350727e-20,3.2713828417702566e-20
124,9.3e-09,1.2119766717324796e-19,3.0268466131187555e-20,4.291190751647415e-20,4.801729352558623e-20,1.438037762908149e-19,3.733308796285968e-20,5.0868104719819105e-20,5.56025836081361e-20,7.602960149498422e-20,1.6153020557358226e-20,2.7015052557446954e-20,3.286152838017902e-20
125,9.375e-09,1.2205866900900418e-19,3.049075318420857e-20,4.329321521049317e-20,4.8274700614302555e-20,1.4485182709583575e-19,3.7613324987083036e-20,5.130994795065976e-20,5.592855415809302e-20,7.651687072222943e-20,1.6259520851512156e-20,2.727540741129308e-20,3.298194245942427e-20
126,9.45e-09,1.2288279327566733e-19,3.067921012273105e-20,4.370033979899599e-20,4.85032433539404e-20,1.4586806642040455e-19,3.7858893671862655e-20,5.178137223453411e-20,5.622780051400784e-20,7.695714009780373e-20,1.6333865843899676e-20,2.755405819439537e-20,3.306921605950867e-20
127,9.525e-09,1.238805192168082e-19,3.086425885367515e-20,4.4112981898546845e-20,4.890327846458625e-20,1.4705636180630708e-19,3.8102599703225565e-20,5.225803214401511e-20,5.669572995906629e-20,7.757409935536811e-20,1.6401714539046014e-20,2.7838789708870786e-20,3.33335951074513e-20
128,9.6e-09,1.2478090665674673e-19,3.104998936985456e-20,4.453170401951675e-20,4.9199213267375474e-20,1.481433731766484e-19,3.8343697896758817e-20,5.274069207109303e-20,5.70589832087967e-20,7.810160343436484e-20,1.6476817840512632e-20,2.8129761096152345e-20,3.3495024497699833e-20
129,9.675e-09,1.2574665894591202e-19,3.1276267560109395e-20,4.4931639401022627e-20,4.9538751984780013e-20,1.4930192734127586e-19,3.862853023286512e-20,5.320246558633102e-20,5.747093152207969e-20,7.868212853876907e-20,1.6586102102630652e-20,2.8406140987798946e-20,3.36898854483394e-20
130,9.75e-09,1.2672455374774437e-19,3.1459292838329754e-20,4.5381668914476433e-20,4.988359199493822e-20,1.5046822313851757e-19,3.886941139641173e-20,5.37152666382718e-20,5.788354510383402e-20,7.928358932047695e-20,1.6653528609974575e-20,2.873075002494007e-20,3.389931068556228e-20
131,9.825e-09,1.276649743191603e-19,3.1661806487939804e-20,4.5772363945056906e-20,5.023080388616354e-20,1.5159999545318e-19,3.9130363853960915e-20,5.4169028832905637e-20,5.830060276631337e-20,7.984168013927324e-20,1.673927878200314e-20,2.8995433905468456e-20,3.4106967451801654e-20
132,9.9e-09,1.286518540569828e-19,3.187312849162933e-20,4.62162386130135e-20,5.0562486952339885e-20,1.5277607608724442e-19,3.939949719527015e-20,5.467761373396432e-20,5.869896515800992e-20,8.045052761761234e-20,1.6835091023222015e-20,2.9310014494394985e-20,3.4305422099995264e-20
133,9.975e-09,1.2966460785186775e-19,3.207349636899082e-20,4.6655414532317304e-20,5.0935696950559723e-20,1.5398079477146517e-19,3.965935170478646e-20,5.517984098191479e-20,5.914160208476399e-20,8.107972656525036e-20,1.691660182110226e-20,2.962321090353182e-20,3.453991384061637e-20
134,1.005e-08,1.3067164423203614e-19,3.227276734021303e-20,4.711010214058128e-20,5.128877475124188e-20,1.5517728207845816e-19,3.9918181995425434e-20,5.56987001628849e-20,5.95603999201477e-20,8.170823111311104e-20,1.6996870480286674e-20,2.994968070148635e-20,3.4761679931338134e-20
135,1.0125e-08,1.3175485112120794e-19,3.249106131456367e-20,4.7564376904220815e-20,5.1699412902423505e-20,1.5645414015967315e-19,4.0196520297437895e-20,5.621842012380035e-20,6.003919973843496e-20,8.240451384318099e-20,1.7095193073391247e-20,3.0273192893224957e-20,3.503612787656482e-20
136,1.02e-08,1.3279671187942198e-19,3.2691939910400356e-20,4.798952216826341e-20,5.21152498007583e-20,1.5768445449728493e-19,4.045786968015872e-20,5.670847145480467e-20,6.051811336232163e-20,8.306983551599672e-20,1.7175248202465293e-20,3.056865279300627e-20,3.532593452052516e-20
137,1.0275e-08,1.3384201189676578e-19,3.2866430001663786e-20,4.8432332379006867e-20,5.254324951609507e-20,1.589185271216388e-19,4.0690550070490116e-20,5.721601705439432e-20,6.101195999675436e-20,8.37379590158182e-20,1.7233471348520533e-20,3.088211866236363e-20,3.5622369004934054e-20
138,1.035e-08,1.3505519378005318e-19,3.308391611858067e-20,4.889551335824972e-20,5.307576430322273e-20,1.6032486912556656e-19,4.096892020618279e-20,5.774733048151645e-20,6.160861843786717e-20,8.456519792368572e-20,1.7329308341984957e-20,3.1209167817035184e-20,3.6026721764665547e-20
139,1.0425e-08,1.3621586747555076e-19,3.3297961633227147e-20,4.933000999155043e-20,5.3587895850773063e-20,1.6168026049634772e-19,4.124493785876065e-20,5.824925839354077e-20,6.218606424404624e-20,8.533681657657544e-20,1.7419530620100722e-20,3.150893359460488e-20,3.640835236186984e-20
140,1.05e-08,1.373762332180841e-19,3.348692855526934e-20,4.980762700332509e-20,5.408167765948972e-20,1.6303945477978192e-19,4.149713959337638e-20,5.879423735917431e-20,6.274807782723136e-20,8.609991357430124e-20,1.748215142248911e-20,3.1851958264977924e-20,3.676580388683416e-20
141,1.0575e-08,1.3853044427213747e-19,3.366187004403038e-20,5.0259972459182416e-20,5.460860176892478e-20,1.6438870622814663e-19,4.1733844623687856e-20,5.931404614166663e-20,6.334081546279202e-20,8.686442477800258e-20,1.7533686460066258e-20,3.216950883187504e-20,3.7161229486061284e-20
142,1.065e-08,1.397761040065847e-19,3.385255734026269e-20,5.071505796708462e-20,5.520848869923753e-20,1.6582945440780258e-19,4.1985524785683e-20,5.983754842418797e-20,6.400638119793151e-20,8.772028865415185e-20,1.7602507151463927e-20,3.248789441705195e-20,3.7629887085635966e-20
143,1.0725e-08,1.4100403567643587e-19,3.408281794155924e-20,5.117715846910145e-20,5.57440592657751e-20,1.672495417857214e-19,4.2274389029049254e-20,6.036627765450027e-20,6.460887510217184e-20,8.85642842119843e-20,1.7715674928859392e-20,3.281686759671276e-20,3.803174168641211e-20
144,1.08e-08,1.4223496006303432e-19,3.43078596538439e-20,5.165033743914724e-20,5.627676297004319e-20,1.6867437921706814e-19,4.2557785807087416e-20,6.090828912408761e-20,6.520830428589299e-20,8.940776124550224e-20,1.7824120484374867e-20,3.315251600615117e-20,3.843112475497615e-20
145,1.0875e-08,1.4334286380179402e-19,3.4490164497256363e-20,5.21270203791442e-20,5.67256789253935e-20,1.6997852363941504e-19,4.2801157544269516e-20,6.14532847343633e-20,6.572408136078222e-20,9.012356689967264e-20,1.7884410811525033e-20,3.3492707028774845e-20,3.874644905937271e-20
146,1.095e-08,1.4455768795836395e-19,3.4707379256610793e-20,5.2598135853561345e-20,5.725217284819166e-20,1.713878639065191e-19,4.3078854590653706e-20,6.199227643142352e-20,6.631673288444178e-20,9.094973874945227e-20,1.79807791262868e-20,3.38282026286532e-20,3.914075699451225e-20
147,1.1025e-08,1.4575864465952071e-19,3.4900007954400357e-20,5.307200370892874e-20,5.778663299619147e-20,1.727852280938748e-19,4.333380287949477e-20,6.253399062358434e-20,6.691743459079548e-20,9.175826408658291e-20,1.8048890359924696e-20,3.4166510322810283e-20,3.954286340384801e-20
148,1.11e-08,1.469362383618349e-19,3.507831530411905e-20,5.3617854924441984e-20,5.824006813327397e-20,1.7416019586284445e-19,4.357300703466852e-20,6.315009396187171e-20,6.743709486630431e-20,9.254149515180997e-20,1.8105523037806332e-20,3.45719945039525e-20,3.986397761005119e-20
149,1.1174999999999999e-08,1.4821736328961175e-19,3.5272574802175114e-20,5.413748415091455e-20,5.880730433652219e-20,1.7564144243342856e-19,4.383089198162741e-20,6.37396753586151e-20,6.807087509318607e-20,9.342276765655593e-20,1.8172655906511558e-20,3.495185601521588e-20,4.0298255734828495e-20
150,1.125e-08,1.4944686969961797e-19,3.5501121579933825e-20,5.467380016810933e-20,5.927194795157478e-20,1.770748872167455e-19,4.412311618796622e-20,6.43474834812128e-20,6.860428754756643e-20,9.424479563707596e-20,1.8273972197087788e-20,3.53453274546233e-20,4.062549598536492e-20
151,1.1325e-08,1.506669034895432e-19,3.5699665361088906e-20,5.520985444374765e-20,5.975738368470659e-20,1.7849606185318837e-19,4.438473942961254e-20,6.495449112483513e-20,6.915683129874057e-20,9.506294058718172e-20,1.8346480259331794e-20,3.5739613575090285e-20,4.0976846752759786e-20
152,1.14e-08,1.5192080428961154e-19,3.595407967272429e-20,5.574634982962941e-20,6.02203747872578e-20,1.7994983119842538e-19,4.470308244013231e-20,6.555838680713473e-20,6.968836195115841e-20,9.591749466516485e-20,1.8473162033938403e-20,3.614144000934037e-20,4.1302892621886117e-20
153,1.1475e-08,1.5314480827649619e-19,3.619276404963454e-20,5.627394130428841e-20,6.067810292257304e-20,1.8137437812689467e-19,4.5008550759381485e-20,6.615467891270947e-20,7.021114845480364e-20,9.674080445431285e-20,1.8578408963558063e-20,3.6531764403087744e-20,4.163063108766707e-20
154,1.155e-08,1.5442249170627552e-19,3.646459256408771e-20,5.682817526666379e-20,6.112972387552407e-20,1.8285237839197013e-19,4.5343205737929296e-20,6.677806201671726e-20,7.073111063732367e-20,9.761824545731937e-20,1.8724707257759674e-20,3.6947835139115524e-20,4.1945703060444164e-20
155,1.1625e-08,1.556106194656696e-19,3.67254058281266e-20,5.739770782782248e-20,6.148750580972051e-20,1.8423997005572317e-19,4.566875599575865e-20,6.741671138830103e-20,7.115450267166339e-20,9.840783498593371e-20,1.8856172973658586e-20,3.7379269073194356e-20,4.217239293908075e-20
156,1.17e-08,1.567313945567784e-19,3.696625677221222e-20,5.794088323214607e-20,6.182425455242002e-20,1.855630574540052e-19,4.59760845223976e-20,6.803087849556857e-20,7.155609443603895e-20,9.912438060392068e-20,1.8964198591665852e-20,3.7780599727299983e-20,4.2379582284954907e-20
157,1.1775e-08,1.5793410716476127e-19,3.721775838595148e-20,5.850858508423971e-20,6.22077636945701e-20,1.8696764128834025e-19,4.629021664514746e-20,6.866987898328264e-20,7.200754565991016e-20,9.992374503893819e-20,1.9090561512596902e-20,3.820584356330023e-20,4.262733996304101e-20
158,1.185e-08,1.5899494209299538e-19,3.7452821459325155e-20,5.89960582590698e-20,6.254606237460042e-20,1.8822331564259571e-19,4.6589537406082836e-20,6.922487763417462e-20,7.240890060233831e-20,1.0059528166088384e-19,1.9197234714143322e-20,3.855839767170237e-20,4.283964927503815e-20
159,1.1925e-08,1.6008702029680208e-19,3.7688788364963294e-20,5.953282709017565e-20,6.286540484166318e-20,1.8950254362626652e-19,4.6884592052763736e-20,6.982846256201158e-20,7.278948901149132e-20,1.0131342583187589e-19,1.9315141543440245e-20,3.896166480953465e-20,4.303661947890107e-20
160,1.2e-08,1.6111516799545683e-19,3.79210363631264e-20,6.002076591436319e-20,6.317336571796717e-20,1.9072918234927717e-19,4.718044476439777e-20,7.038554497363425e-20,7.316319261124493e-20,1.0194497915960122e-19,1.9420304342617372e-20,3.9311451504921265e-20,4.3213223312062505e-20
161,1.2075e-08,1.6212085176552285e-19,3.8177097574768866e-20,6.04998958087637e-20,6.344385838199041e-20,1.919267570260922e-19,4.750244444864186e-20,7.093051706594111e-20,7.349379551150931e-20,1.0256725590309646e-19,1.9544617395135906e-20,3.96590256015517e-20,4.3363612906408854e-20
162,1.215e-08,1.6315167819734954e-19,3.8416881726735456e-20,6.099961830755464e-20,6.373517816305943e-20,1.9315221621494522e-19,4.7805229258682874e-20,7.14968473174828e-20,7.385013963877959e-20,1.0320919696297351e-19,1.9658523279113908e-20,4.002566268810824e-20,4.352501099575135e-20
163,1.2225e-08,1.642809299493782e-19,3.866544535350527e-20,6.153729966781122e-20,6.407818492806153e-20,1.9448039331921724e-19,4.811834500810602e-20,7.210430195628072e-20,7.425774635483052e-20,1.0394098653659413e-19,1.977810873894175e-20,4.0423933767217087e-20,4.3738944030435267e-20
164,1.23e-08,1.6536006741060817e-19,3.892119374778551e-20,6.205983883057655e-20,6.437903483224604e-20,1.9574943333680437e-19,4.843600767889789e-20,7.269497077452791e-20,7.461845488337845e-20,1.046406897885402e-19,1.991014950651984e-20,4.0810346684751766e-20,4.3920193597268603e-20
165,1.2375e-08,1.6638873427474954e-19,3.9137317713260436e-20,6.259163797762924e-20,6.465977858385981e-20,1.9697625379271716e-19,4.871811617406852e-20,7.329587209921186e-20,7.49622655194368e-20,1.0527343648787252e-19,1.9994433288637975e-20,4.1204076441732525e-20,4.407492675750194e-20
166,1.245e-08,1.673218688405379e-19,3.9381000808125125e-20,6.307896306979833e-20,6.486190496261456e-20,1.9810386969834094e-19,4.9027498630854216e-20,7.38504669737342e-20,7.52259040937524e-20,1.0581798822035788e-19,2.0106845978726984e-20,4.1556993355489026e-20,4.4154148886141884e-20
167,1.2525e-08,1.683381074704457e-19,3.960246389738487e-20,6.359950348373395e-20,6.513614008932691e-20,1.9931325493260665e-19,4.9313269023200867e-20,7.443762343628e-20,7.556236247312578e-20,1.0644831088101077e-19,2.0199820062014213e-20,4.194443178167411e-20,4.430405903732245e-20
168,1.26e-08,1.6937844732144562e-19,3.9805680594798127e-20,6.416940417165201e-20,6.54033625549954e-20,2.0054795749966819e-19,4.958308805636389e-20,7.507640975292068e-20,7.588845969038342e-20,1.0710030491456733e-19,2.0269962170615e-20,4.23766957543904e-20,4.445364698956186e-20
169,1.2675e-08,1.703477403279094e-19,4.002959689208511e-20,6.462219438630302e-20,6.569594904952133e-20,2.017162907946525e-19,4.987055444008505e-20,7.559949253686387e-20,7.624624381770361e-20,1.0767190609455375e-19,2.0366902416296286e-20,4.268903812063166e-20,4.46159655576258e-20
170,1.275e-08,1.7127205517511307e-19,4.019213458426627e-20,6.514557102638788e-20,6.593434956445897e-20,2.0283361764375272e-19,5.009724955566203e-20,7.619416066059671e-20,7.654220742749416e-20,1.0821057391453046e-19,2.040125056915338e-20,4.306997103459976e-20,4.4739352310777394e-20
171,1.2825e-08,1.7219320810530879e-19,4.0384108162270386e-20,6.566069550255025e-20,6.614840444048804e-20,2.0395328059800648e-19,5.0355042173964096e-20,7.677893906117009e-20,7.681929936287226e-20,1.0873509451150043e-19,2.04617146193746e-20,4.3445923704760977e-20,4.4827456187364837e-20
172,1.29e-08,1.7310643127765217e-19,4.0536714810154296e-20,6.622632925683318e-20,6.634338721066462e-20,2.050578043885988e-19,5.0574613986611974e-20,7.740971839417501e-20,7.707347200781175e-20,1.0926609008136626e-19,2.0480521729068047e-20,4.388139353905848e-20,4.4904174813239795e-20
173,1.2975e-08,1.739587347243455e-19,4.0700176636234654e-20,6.673764199396794e-20,6.652091609414298e-20,2.0610087151855627e-19,5.0801196043348346e-20,7.798755876469298e-20,7.731211671051483e-20,1.0973723874685046e-19,2.0517866375536688e-20,4.425978094621063e-20,4.4959591425103104e-20
174,1.305e-08,1.749446958502811e-19,4.0842036281587107e-20,6.726593509342752e-20,6.683672447526646e-20,2.0727695940522454e-19,5.100858474021919e-20,7.858356933696007e-20,7.768480532804525e-20,1.1034331769264994e-19,2.0528795904281235e-20,4.465277136074432e-20,4.516175042762451e-20
175,1.3125e-08,1.7597080637283888e-19,4.1003854848089683e-20,6.779153839549286e-20,6.717541312925636e-20,2.0849355554611726e-19,5.123457114642003e-20,7.917445115888612e-20,7.808453324081116e-20,1.1098882902076123e-19,2.0562404119199104e-20,4.5047945120197665e-20,4.537847978136454e-20
176,1.3199999999999999e-08,1.7677426571472079e-19,4.121560071797879e-20,6.833568101098362e-20,6.722298398575851e-20,2.094888454833585e-19,5.151297989059313e-20,7.978629973390679e-20,7.818956585885861e-20,1.1140900184105626e-19,2.0640954441446632e-20,4.545680805483034e-20,4.5311239344779296e-20
177,1.3275e-08,1.7760906866306374e-19,4.1426697289519804e-20,6.885642701628501e-20,6.732594435725894e-20,2.1051124967705246e-19,5.1786909065824327e-20,8.037368612854193e-20,7.835065448268622e-20,1.1186896870737916e-19,2.072650852553627e-20,4.584440343847477e-20,4.529805674336809e-20
178,1.335e-08,1.784590945763319e-19,4.159097714897671e-20,6.936788542135991e-20,6.750023200599529e-20,2.115511545849245e-19,5.20172142146469e-20,8.095050599754979e-20,7.858343437272795e-20,1.1233960748885076e-19,2.0758866761905264e-20,4.622526657479298e-20,4.535547415215252e-20
179,1.3425e-08,1.7929069080125217e-19,4.1771059473737154e-20,6.987081184293977e-20,6.764881948457546e-20,2.1257400336395747e-19,5.2262636697751743e-20,8.151798505807303e-20,7.879338160813256e-20,1.1278907214569143e-19,2.0808396387473665e-20,4.659921379785906e-20,4.538146196035876e-20
180,1.35e-08,1.801653414974769e-19,4.1959010763038726e-20,7.039925402930705e-20,6.780707670513111e-20,2.13635554038636e-19,5.251504050468668e-20,8.210832700343136e-20,7.901218653051784e-20,1.1329028792402847e-19,2.086756852533194e-20,4.7003977364211075e-20,4.541874203448541e-20
181,1.3574999999999999e-08,1.8094191550361013e-19,4.2117611732062283e-20,7.093879407396655e-20,6.788550969758133e-20,2.1461086102695586e-19,5.2741037217458565e-20,8.271674516931817e-20,7.915307864017897e-20,1.136697841161442e-19,2.0891509639170835e-20,4.7405895693996213e-20,4.537237878297723e-20
182,1.365e-08,1.8165248568876828e-19,4.230153983889606e-20,7.144744276305568e-20,6.790350308681669e-20,2.1551528824136072e-19,5.299001560619844e-20,8.329207082771063e-20,7.923320180745149e-20,1.139930188698194e-19,2.094546423352412e-20,4.7781320672934556e-20,4.5266233963360766e-20
183,1.3725e-08,1.8232319022165143e-19,4.2476988326305223e-20,7.191975251616393e-20,6.792644937918228e-20,2.1637676479728463e-19,5.322861102773823e-20,8.383065357781186e-20,7.931750019173441e-20,1.142825519582283e-19,2.0994742186528006e-20,4.812121387150403e-20,4.5166595900196295e-20
184,1.38e-08,1.8300532159821754e-19,4.267392054081826e-20,7.23912942857107e-20,6.794010677168853e-20,2.172579215763148e-19,5.3494917820227334e-20,8.437057383399319e-20,7.939242992209429e-20,1.1456702125135485e-19,2.1053060742311497e-20,4.8456132219513235e-20,4.5057828289530164e-20
185,1.3875e-08,1.8362079478741656e-19,4.2825463522095023e-20,7.288306679105155e-20,6.791226447426989e-20,2.1807610672297825e-19,5.3712124939800014e-20,8.493197284526339e-20,7.943200893791491e-20,1.14777466447417e-19,2.1073403697266463e-20,4.8808787702265046e-20,4.489527504788552e-20
186,1.395e-08,1.843553483470845e-19,4.3073881584654776e-20,7.333068701530058e-20,6.795077974712922e-20,2.1900495738260177e-19,5.402614696920274e-20,8.544518391331431e-20,7.953362650008479e-20,1.1512380529369749e-19,2.1190741958888064e-20,4.912535434602706e-20,4.4807708988782384e-20
187,1.4025e-08,1.8508100191278772e-19,4.3309771145210406e-20,7.38250937660467e-20,6.79461370015307e-20,2.199284648932812e-19,5.432826128896904e-20,8.600727648397078e-20,7.959292712034137e-20,1.1545413740293478e-19,2.1294311346255094e-20,4.94845216558195e-20,4.4675304400860155e-20
188,1.41e-08,1.8582549452655884e-19,4.3571826770263325e-20,7.436623461943933e-20,6.788743313685616e-20,2.2087241629595894e-19,5.46586594728333e-20,8.661685811645476e-20,7.959689870667061e-20,1.1580010200683975e-19,2.1419815335245538e-20,4.988891462442596e-20,4.449137204716828e-20
189,1.4175e-08,1.865765347676086e-19,4.3811121949806e-20,7.489271508369328e-20,6.787269773410914e-20,2.218225080814725e-19,5.496572852936309e-20,8.721150233046392e-20,7.964527722164552e-20,1.161534279315089e-19,2.152369513166747e-20,5.0279200721493454e-20,4.435053207834805e-20
190,1.425e-08,1.8743355018362453e-19,4.4047144614358834e-20,7.546406027790311e-20,6.792234529136261e-20,2.228780686541972e-19,5.527188578175314e-20,8.784918726247523e-20,7.97569956099688e-20,1.1661374081761705e-19,2.161958560216271e-20,5.071799600990066e-20,4.427615920555371e-20
191,1.4325e-08,1.8831636027333803e-19,4.4266729407839784e-20,7.605944997128315e-20,6.799018089421492e-20,2.239576073920827e-19,5.555825331959253e-20,8.851143584066284e-20,7.988791823182721e-20,1.1710347784662716e-19,2.1705735341974467e-20,5.117979851742491e-20,4.421794398722784e-20
192,1.44e-08,1.8909177009587228e-19,4.451583813881724e-20,7.659504631191239e-20,6.79808856451426e-20,2.249290117739583e-19,5.587502047422064e-20,8.91136433331774e-20,7.994034796656014e-20,1.1748728135235246e-19,2.1819659371009208e-20,5.1582302654189404e-20,4.408531932715391e-20
193,1.4475e-08,1.8991553571317425e-19,4.4761634420302545e-20,7.714003641707653e-20,6.801386487579524e-20,2.2594671531235617e-19,5.618971445746638e-20,8.972629726470673e-20,8.003070359018284e-20,1.1792354991246522e-19,2.1927794814797425e-20,5.199209726253394e-20,4.400365783513391e-20
194,1.455e-08,1.9078251723518906e-19,4.504423014723762e-20,7.763753640118661e-20,6.810075068676476e-20,2.270001826390716e-19,5.653728566822804e-20,9.028457198634435e-20,8.01783249844992e-20,1.18417924055166e-19,2.2080566479321132e-20,5.23681664722486e-20,4.396919110359626e-20
195,1.4625e-08,1.9164004743815059e-19,4.5307189288228324e-20,7.820284608668951e-20,6.813001206323263e-20,2.280492491283931e-19,5.686895167874942e-20,9.091484939529973e-20,8.026544805434394e-20,1.188927557797166e-19,2.2206246074355174e-20,5.2803667600931155e-20,4.3882842104430246e-20
196,1.47e-08,1.923858923768821e-19,4.550774211444734e-20,7.874319697201661e-20,6.813495329041809e-20,2.2898891476294327e-19,5.713916520313702e-20,9.151776548898773e-20,8.033198407081865e-20,1.1925133788285694e-19,2.2267613560288065e-20,5.321901026720895e-20,4.3764714055359935e-20
197,1.4775e-08,1.931565511057506e-19,4.570464063148401e-20,7.929098623619882e-20,6.816092423806772e-20,2.2994911351149626e-19,5.740559238593606e-20,9.212713060556954e-20,8.041639051999061e-20,1.196432867677081e-19,2.2325590543975232e-20,5.3643768091928966e-20,4.36739281318038e-20
198,1.485e-08,1.9401162158391597e-19,4.593960032553256e-20,7.985735634682558e-20,6.821466491155784e-20,2.3099639602687317e-19,5.771028552325496e-20,9.275604613615542e-20,8.053006436746274e-20,1.2011430858558555e-19,2.2421219549614485e-20,5.4085169521660624e-20,4.360791951431043e-20
199,1.4925e-08,1.9492964292425935e-19,4.621591651681923e-20,8.042200271139926e-20,6.829172369604095e-20,2.320977832079557e-19,5.805320149476427e-20,9.338099986877189e-20,8.066358184441944e-20,1.2066595638085862e-19,2.2564466258151724e-20,5.452931893797697e-20,4.3572171184729945e-20
200,1.5e-08,1.958436114828933e-19,4.648114649235275e-20,8.097352704365013e-20,6.838893794689036e-20,2.331990384033647e-19,5.839013234867444e-20,9.399170369789381e-20,8.081720235679648e-20,1.2120571746015462e-19,2.268643451771006e-20,5.496259986144093e-20,4.355668308100359e-20
201,1.5075e-08,1.9678214315409597e-19,4.6699229251614715e-20,8.156681190877596e-20,6.851610199370531e-20,2.3433160796252416e-19,5.868315537348823e-20,9.464645731894004e-20,8.100199527009579e-20,1.2175655233569382e-19,2.2754783113574626e-20,5.543306727088944e-20,4.356870195122978e-20
202,1.515e-08,1.977043359681992e-19,4.6984223228301587e-20,8.212605167560275e-20,6.859406106429492e-20,2.354506228828523e-19,5.904342200437884e-20,9.52662524563876e-20,8.114094842208595e-20,1.2228548535552307e-19,2.2889378798756584e-20,5.587131456868296e-20,4.352479198808358e-20
203,1.5225e-08,1.9859111311532394e-19,4.7234089963919664e-20,8.268510782401513e-20,6.867191532738919e-20,2.365311019075967e-19,5.93656874346177e-20,9.589111817243022e-20,8.127429630054877e-20,1.2278523707138854e-19,2.2994589548833613e-20,5.62988801161467e-20,4.349176740640818e-20
204,1.53e-08,1.9954345352370272e-19,4.750830545357296e-20,8.32257879967529e-20,6.880936007337671e-20,2.376732959680225e-19,5.971407665286273e-20,9.649050122950814e-20,8.14687180856517e-20,1.2335824098358669e-19,2.3120602451867027e-20,5.672226917427513e-20,4.351536935744455e-20
205,1.5375e-08,2.0041663564158262e-19,4.7742153739494614e-20,8.372485173200121e-20,6.894963017008673e-20,2.387442322133391e-19,6.002359385211465e-20,9.705587091284734e-20,8.166476744837704e-20,1.2383630108512416e-19,2.3203260701974632e-20,5.708885051714659e-20,4.3544189866002816e-20
206,1.545e-08,2.0130747983508026e-19,4.8005001449061994e-20,8.426824522232085e-20,6.903423316369722e-20,2.398283631152536e-19,6.035898743132866e-20,9.766178237327155e-20,8.180759331065337e-20,1.2434094937488932e-19,2.332115836340014e-20,5.750733017266732e-20,4.351246083882188e-20
207,1.5525e-08,2.0223202513758057e-19,4.826367666686346e-20,8.479897185718075e-20,6.916937661353647e-20,2.4095427013141806e-19,6.06936396127841e-20,9.825778460209936e-20,8.20028459165346e-20,1.2486316453465944e-19,2.3428028046400916e-20,5.790763311098609e-20,4.352750337727248e-20
208,1.56e-08,2.0315650809724296e-19,4.850661797467495e-20,8.533887563545537e-20,6.931101448711244e-20,2.4207873609008713e-19,6.101396864272809e-20,9.88597627674002e-20,8.220500467995891e-20,1.2538807208810272e-19,2.3516345057842237e-20,5.832350935424547e-20,4.3548217676015053e-20
209,1.5675e-08,2.0408694401423808e-19,4.8772593671011855e-20,8.593802576934932e-20,6.937632457387686e-20,2.432109225319e-19,6.135924275726847e-20,9.952021138896772e-20,8.233146838566384e-20,1.259154009994565e-19,2.362387879749539e-20,5.880018223640078e-20,4.3491339965560335e-20
210,1.575e-08,2.0507192450826634e-19,4.900965119600032e-20,8.648128519322835e-20,6.95809881190375e-20,2.443987844953018e-19,6.167631935390244e-20,1.0012921079580377e-19,8.259325434559562e-20,1.2649501480760751e-19,2.3701054466442036e-20,5.921209009277021e-20,4.3581870248395286e-20
211,1.5825e-08,2.0614229170195789e-19,4.925973838776307e-20,8.708630131535448e-20,6.979625199884013e-20,2.456747190548787e-19,6.200638558552362e-20,1.0080151764537913e-19,8.286681582397616e-20,1.2715464876828936e-19,2.379133978755007e-20,5.96826561872001e-20,4.368065279353919e-20
212,1.59e-08,2.0721867453412368e-19,4.950383754848283e-20,8.76970589282492e-20,7.001777805739158e-20,2.4695027027105346e-19,6.232816234101954e-20,1.0147581621793403e-19,8.314629171209982e-20,1.2783308383318772e-19,2.388023547276981e-20,6.016645598421083e-20,4.3786392376207103e-20
213,1.5975e-08,2.0817363541097612e-19,4.978177961366654e-20,8.8204017605442e-20,7.018783819186758e-20,2.48109076041263e-19,6.268484875418716e-20,1.0204702441449616e-19,8.337720287257954e-20,1.2838075305788375e-19,2.4000842639540418e-20,6.054504111000772e-20,4.383486930833563e-20
214,1.605e-08,2.0927700354239114e-19,5.0031309282884033e-20,8.886893423308134e-20,7.037676002642569e-20,2.4941564942196225e-19,6.301504341132752e-20,1.0277613752672677e-19,8.362446848390774e-20,1.2907810757598255e-19,2.408919988171667e-20,6.108169015222337e-20,4.3907217542042497e-20
215,1.6125e-08,2.1039026163752485e-19,5.029139046475123e-20,8.952690350799969e-20,7.057196766477403e-20,2.5073578137168623e-19,6.335838719469747e-20,1.0349841923488597e-19,8.38789749421026e-20,1.2977802201243294e-19,2.418291848284678e-20,6.161116017088097e-20,4.3983943358705274e-20
216,1.62e-08,2.1124821896094743e-19,5.05253766217238e-20,9.005427450323669e-20,7.066856783598707e-20,2.517867629243262e-19,6.366964622077496e-20,1.0408394089598123e-19,8.40331758075701e-20,1.3025030787786831e-19,2.4262509825181952e-20,6.202234340992096e-20,4.396545464276552e-20
217,1.6275e-08,2.1208323712921838e-19,5.077484106266229e-20,9.058204127068638e-20,7.07263547958697e-20,2.5281994610036757e-19,6.399969061800854e-20,1.0466960340947514e-19,8.415065207288399e-20,1.306893830716289e-19,2.4350971736257493e-20,6.24344317629111e-20,4.390397957246022e-20
