,"time, s","r_all, m^2","x_all, m^2","y_all, m^2","z_all, m^2","r_2, m^2","x_2, m^2","y_2, m^2","z_2, m^2","r_5, m^2","x_5, m^2","y_5, m^2","z_5, m^2"
313,2.3475e-08,2.63850390738181e-19,6.929903760944421e-20,1.1855483532361782e-19,7.599651780511898e-20,3.2254589920968576e-19,8.946242428468964e-20,1.3804838891977992e-19,9.503508600521624e-20,1.4657401346015474e-19,2.901164587355343e-20,7.960580147816104e-20,3.7956566108440255e-20
314,2.355e-08,2.644859133733328e-19,6.950599076739563e-20,1.189422507970841e-19,7.603767180885286e-20,3.23371452864383e-19,8.973408414149768e-20,1.3849534667490548e-19,9.514202204797982e-20,1.4682984521055048e-19,2.908931201406273e-20,7.987424868182796e-20,3.786628451465976e-20
315,2.3625e-08,2.6490874922622177e-19,6.961069801547599e-20,1.192543208854321e-19,7.604373032531368e-20,3.239747956885995e-19,8.989115730992122e-20,1.388666093442685e-19,9.521702903440988e-20,1.468920196734629e-19,2.908938969864513e-20,8.00680492186554e-20,3.7734580756162386e-20
316,2.37e-08,2.652591496612792e-19,6.977637267787198e-20,1.1948437622638757e-19,7.599840075701968e-20,3.2450524091607223e-19,9.011357743479204e-20,1.3915040997886927e-19,9.524125350241079e-20,1.4688268217367537e-19,2.9141684267072607e-20,8.019071894359709e-20,3.7550278963005763e-20
317,2.3775e-08,2.653759788605415e-19,6.989614384321925e-20,1.196515715773267e-19,7.582826343999546e-20,3.2479905830549577e-19,9.028735886262549e-20,1.3936710599788873e-19,9.514459344498141e-20,1.4664588067267395e-19,2.915354039624141e-20,8.025900963936799e-20,3.7233330637064513e-20
318,2.385e-08,2.655469182612979e-19,7.00540952514563e-20,1.1988575796257984e-19,7.560706504726174e-20,3.2515380354083773e-19,9.050127178409116e-20,1.3965494054285707e-19,9.499759121388964e-20,1.4644956740002956e-19,2.919967807785203e-20,8.038600448675231e-20,3.6863884835425284e-20
319,2.3925e-08,2.657457282531365e-19,7.018106397639033e-20,1.2012364023635767e-19,7.544102404038836e-20,3.2552329800951197e-19,9.067636360071946e-20,1.399434505156403e-19,9.490348389315247e-20,1.4630734180631517e-19,2.923049460981076e-20,8.05227302447441e-20,3.6554116951760347e-20
320,2.4e-08,2.658693605957537e-19,7.032842688983355e-20,1.2032939106769493e-19,7.521154263822525e-20,3.2580491903433625e-19,9.08701947678461e-20,1.4020157796412607e-19,9.473314630236403e-20,1.4611530535616416e-19,2.928501177419514e-20,8.062383013986487e-20,3.6206463442104146e-20
321,2.4075e-08,2.659301688258885e-19,7.045633956453399e-20,1.2060539511993606e-19,7.48684341414184e-20,3.260310075189028e-19,9.104561071911832e-20,1.4053211731066632e-19,9.445327948911819e-20,1.4584587589043194e-19,2.931801067558906e-20,8.079087011775434e-20,3.57369950970886e-20
322,2.415e-08,2.660505012962335e-19,7.059011372629149e-20,1.2088040659425355e-19,7.457998097568855e-20,3.2630925127231796e-19,9.122265635344629e-20,1.4086220695959002e-19,9.422438795928162e-20,1.4565069421511162e-19,2.936532640680054e-20,8.095583281741894e-20,3.532953499089214e-20
323,2.4225e-08,2.6636852551690333e-19,7.073308548796716e-20,1.211296776205512e-19,7.450576240838518e-20,3.267834928654887e-19,9.141156043736123e-20,1.4116538226832992e-19,9.420655015979754e-20,1.4565658880283566e-19,2.9416523235564433e-20,8.109740056063383e-20,3.514266500663747e-20
324,2.43e-08,2.6673583471303386e-19,7.081341240320701e-20,1.2145077444882e-19,7.447164786100689e-20,3.2730862526949245e-19,9.153433018221147e-20,1.4154056858706533e-19,9.423372650021557e-20,1.4570855983167255e-19,2.9412047387735165e-20,8.131042405150561e-20,3.4986088392431795e-20
325,2.4374999999999998e-08,2.671748131434375e-19,7.096241820712228e-20,1.2173218323825978e-19,7.448021169805539e-20,3.278965453384269e-19,9.173447575273146e-20,1.418693476259735e-19,9.429272195972201e-20,1.4584994588665149e-19,2.94588735407977e-20,8.149718486202701e-20,3.489388748382679e-20
